#{"t_start": 1693257940.268711, "env_id": "GridRoadEnv-v0"}
r,l,t
1.31,33,0.019552
1.41,33,0.033226
1.4,33,0.046733
0.87,33,0.061062
0.45,33,0.074374
0.4,33,0.086756
1.16,33,0.099895
0.62,33,0.111987
0.41,33,0.125229
0.53,33,0.13869
0.67,33,0.151846
0.61,33,0.165158
0.56,33,0.178388
0.51,33,0.191473
0.57,33,0.204731
1.09,33,0.217807
0.68,33,0.229965
0.85,33,0.244077
1.26,33,0.257159
1.12,33,0.270512
1.38,33,0.283424
1.3,33,0.29526
1.07,33,0.308727
0.5,33,0.322026
2.03,33,0.335289
0.58,33,0.347713
1.12,33,0.360898
0.63,33,0.374477
4.35,28,0.386357
1.64,33,0.398927
1.33,33,0.433787
1.11,33,0.446308
1.36,33,0.459837
0.57,33,0.47272
0.65,33,0.485885
0.53,33,0.498388
1.32,33,0.51092
1.16,33,0.523999
1.18,33,0.537058
0.76,33,0.549377
1.02,33,0.56218
1.24,33,0.574899
0.99,33,0.588266
1.41,33,0.601476
1.13,33,0.614255
0.63,33,0.627013
1.26,33,0.640501
0.59,33,0.65338
1.9,33,0.665452
1.0,33,0.678495
0.41,33,0.691469
0.59,33,0.704271
0.53,33,0.71672
0.55,33,0.729013
0.52,33,0.742336
1.29,33,0.755377
0.53,33,0.768209
0.48,33,0.780422
1.17,33,0.793223
1.1,33,0.806237
0.59,33,0.823203
0.89,33,0.836673
0.64,33,1.438956
1.47,33,1.452839
1.08,33,1.4651
0.58,33,1.47811
1.16,33,1.490786
0.77,33,1.504065
0.49,33,1.51761
1.84,33,1.529695
1.08,33,1.542093
0.58,33,1.554981
0.66,33,1.568552
1.3,33,1.581461
0.58,33,1.593435
1.24,33,1.606398
1.03,33,1.619741
1.14,33,1.632895
1.03,33,1.645229
0.61,33,1.657919
1.38,33,1.67093
1.24,33,1.684231
0.85,33,1.6972
1.02,33,1.709431
0.77,33,1.722333
1.2,33,1.735187
1.37,33,1.747881
0.62,33,1.759813
1.19,33,1.772957
1.26,33,1.785572
0.67,33,1.797858
0.75,33,1.813975
0.62,33,1.826861
0.63,33,1.840075
1.34,33,1.852864
0.6,33,1.865973
0.62,33,1.88378
0.56,33,1.909631
0.38,33,1.922885
1.73,33,1.935558
1.32,33,1.947471
1.36,33,1.960565
1.0,33,1.972512
0.6,33,1.985453
0.8,33,1.999282
0.53,33,2.012292
3.56,28,2.023263
1.25,33,2.035983
1.35,33,2.049257
1.26,33,2.062747
1.33,33,2.076852
1.42,33,2.089406
0.71,33,2.10236
1.17,33,2.116486
1.08,33,2.129408
1.28,33,2.14231
0.71,33,2.154288
1.12,33,2.167643
1.12,33,2.180356
1.3,33,2.193871
1.1,33,2.205714
0.57,33,2.226372
0.59,33,2.23912
1.1,33,2.252762
1.32,33,2.814772
0.54,33,2.828726
0.62,33,2.84083
1.35,33,2.853775
0.93,33,2.86698
1.38,33,2.884807
1.29,33,2.909147
0.54,33,2.922611
1.16,33,2.935654
1.1,33,2.948723
1.26,33,2.961785
0.79,33,2.975097
1.37,33,2.987231
0.92,33,3.000289
1.08,33,3.013834
0.73,33,3.027779
1.33,33,3.040504
1.23,33,3.052826
0.54,33,3.065786
1.13,33,3.079101
0.73,33,3.092245
0.49,33,3.104997
1.36,33,3.118075
0.69,33,3.130995
1.36,33,3.143966
1.38,33,3.157316
1.25,33,3.169242
