#{"t_start": 1693257597.357963, "env_id": "GridRoadEnv-v0"}
r,l,t
1.25,33,0.017458
0.62,33,0.033054
1.19,33,0.045986
0.54,33,0.059129
1.17,33,0.072139
1.35,33,0.084884
0.53,33,0.09871
0.62,33,0.111486
0.57,33,0.125422
1.21,33,0.138521
1.14,33,0.154248
0.64,33,0.167704
1.08,33,0.180501
0.66,33,0.193617
0.69,33,0.207432
0.63,33,0.220881
1.28,33,0.234347
0.56,33,0.247149
1.21,33,0.259867
1.21,33,0.274179
0.57,33,0.28715
0.48,33,0.300434
0.48,33,0.313038
1.17,33,0.326518
1.24,33,0.340078
1.27,33,0.353138
1.33,33,0.366662
1.73,33,0.37885
1.21,33,0.391827
1.22,33,0.405077
0.67,33,0.438225
0.67,33,0.451852
1.11,33,0.464522
1.12,33,0.477327
0.56,33,0.490386
1.18,33,0.503726
1.22,33,0.517102
0.53,33,0.529764
1.08,33,0.542547
1.25,33,0.556493
1.16,33,0.569469
0.43,33,0.582363
1.18,33,0.594673
1.14,33,0.607485
0.34,33,0.620293
0.56,33,0.632853
1.34,33,0.644892
0.72,33,0.657613
0.58,33,0.67049
0.43,33,0.683667
0.57,33,0.695403
0.67,33,0.708081
0.63,33,0.721176
1.18,33,0.734441
1.15,33,0.746652
0.69,33,0.759098
0.54,33,0.772741
1.26,33,0.785951
0.52,33,0.801032
1.18,33,0.827094
1.25,33,0.844284
1.15,33,0.858295
1.24,33,1.418479
0.44,33,1.432243
1.29,33,1.445546
1.14,33,1.459341
1.16,33,1.471262
1.8,33,1.484537
0.55,33,1.498611
1.37,33,1.511563
1.3,33,1.523823
0.66,33,1.537125
0.63,33,1.549966
1.08,33,1.561964
0.49,33,1.574996
1.77,33,1.588282
1.82,33,1.601164
1.32,33,1.612973
1.26,33,1.626015
1.09,33,1.638864
0.5,33,1.650758
1.13,33,1.663658
0.61,33,1.676443
0.66,33,1.688292
1.2,33,1.701336
0.54,33,1.714591
0.58,33,1.727223
1.29,33,1.739501
1.9,33,1.752917
1.12,33,1.766144
1.28,33,1.786534
0.45,33,1.801786
1.35,33,1.830489
0.65,33,1.846405
1.3,33,1.862252
1.77,33,1.875423
1.33,33,1.888689
0.64,33,1.901581
1.09,33,1.915548
0.57,33,1.927866
1.22,33,1.940607
0.61,33,1.953433
0.5,33,1.969619
1.93,33,1.982429
1.1,33,1.99461
0.63,33,2.008187
0.51,33,2.021045
0.6,33,2.034189
1.96,33,2.047204
0.63,33,2.059058
1.24,33,2.072231
1.94,33,2.085127
1.31,33,2.098281
0.64,33,2.110507
1.86,33,2.123377
1.28,33,2.138807
1.88,33,2.151858
1.18,33,2.164922
0.6,33,2.177858
1.17,33,2.19072
0.55,33,2.204221
1.24,33,2.223688
0.54,33,2.23635
1.17,33,2.249503
0.63,33,2.846724
1.14,33,2.860369
1.19,33,2.873456
0.57,33,2.886588
1.25,33,2.900079
0.54,33,2.913184
1.24,33,2.925926
1.23,33,2.93836
0.66,33,2.951538
0.67,33,2.964564
0.62,33,2.977996
1.27,33,2.989982
1.28,33,3.003062
1.32,33,3.015882
1.26,33,3.02954
1.18,33,3.042216
1.27,33,3.054467
1.24,33,3.068063
1.24,33,3.081192
1.28,33,3.094907
1.79,33,3.107014
0.68,33,3.120394
1.2,33,3.133816
1.28,33,3.14745
1.25,33,3.159229
1.87,33,3.172726
1.29,33,3.186013
0.57,33,3.206343
1.17,33,3.219801
1.15,33,3.232787
1.18,33,3.244603
1.26,33,3.257461
0.69,33,3.270348
1.16,33,3.284001
1.31,33,3.29623
1.05,33,3.309245
1.17,33,3.322177
1.22,33,3.335629
1.16,33,3.3488
1.17,33,3.360506
1.15,33,3.373934
0.54,33,3.386832
1.12,33,3.399569
1.29,33,3.411795
1.31,33,3.424567
0.64,33,3.438108
0.47,33,3.45125
0.59,33,3.46316
1.26,33,3.476062
0.52,33,3.489243
1.85,33,3.502533
1.17,33,3.514792
0.56,33,3.528028
0.64,33,3.541868
1.23,33,3.555025
0.53,33,3.568274
1.21,33,3.580147
0.61,33,3.595905
1.17,33,3.609149
1.25,33,3.622042
0.92,33,3.63565
1.28,33,3.648156
1.23,33,4.227449
0.48,33,4.240643
1.34,33,4.254516
1.22,33,4.269385
1.31,33,4.283607
1.78,33,4.295701
1.2,33,4.308931
1.17,33,4.322147
1.19,33,4.335258
1.17,33,4.347787
1.27,33,4.3601
1.22,33,4.373169
0.61,33,4.386446
1.19,33,4.399771
1.23,33,4.4122
1.21,33,4.424953
1.25,33,4.437973
1.28,33,4.450945
0.46,33,4.463788
1.26,33,4.475968
1.39,33,4.488985
1.19,33,4.502267
1.11,33,4.515178
1.19,33,4.527706
1.18,33,4.540435
1.24,33,4.553736
1.28,33,4.573254
0.45,33,4.586004
1.19,33,4.599166
1.72,33,4.611548
1.19,33,4.624284
1.33,33,4.637959
1.36,33,4.651583
1.22,33,4.664488
1.28,33,4.67708
1.95,33,4.690204
0.65,33,4.703134
1.25,33,4.716183
1.12,33,4.728423
1.29,33,4.741441
1.15,33,4.75422
0.63,33,4.7675
1.35,33,4.780978
1.24,33,4.793287
1.17,33,4.811952
1.29,33,4.837634
1.24,33,4.850298
1.3,33,4.862282
1.12,33,4.876524
1.2,33,4.889513
1.85,33,4.902775
1.27,33,4.91547
0.53,33,4.928047
1.14,33,4.940185
1.18,33,4.953392
1.26,33,4.966415
1.27,33,4.986331
1.33,33,5.000198
1.19,33,5.013385
1.9,33,5.026895
4.32,32,5.038848
0.6,33,5.052213
0.61,33,5.612993
0.54,33,5.626446
0.63,33,5.638615
1.09,33,5.651561
1.29,33,5.6644
1.88,33,5.677097
1.29,33,5.690239
1.24,33,5.703397
1.33,33,5.716582
1.09,33,5.730088
1.26,33,5.742102
1.27,33,5.755369
1.93,33,5.76844
1.23,33,5.781956
1.3,33,5.794121
0.52,33,5.816439
1.14,33,5.833792
1.27,33,5.851446
1.29,33,5.871232
1.32,33,5.887685
1.36,33,5.904951
1.21,33,5.918345
0.69,33,5.931474
1.11,33,5.944668
0.74,33,5.964684
1.28,33,5.977789
1.81,33,5.989552
1.25,33,6.003562
1.23,33,6.017097
1.32,33,6.03096
1.28,33,6.044042
1.32,33,6.05627
1.22,33,6.070114
0.54,33,6.083228
1.28,33,6.096371
1.86,33,6.10886
1.16,33,6.12154
1.19,33,6.134783
1.94,33,6.14811
1.26,33,6.16057
1.32,33,6.173118
1.14,33,6.185889
1.24,33,6.199333
1.84,33,6.210942
0.63,33,6.22422
1.78,33,6.237263
1.21,33,6.250261
1.83,33,6.262556
1.77,33,6.276474
1.25,33,6.289834
1.18,33,6.303108
1.27,33,6.316286
1.18,33,6.327821
1.3,33,6.341045
0.52,33,6.353938
1.32,33,6.37396
1.93,33,6.386735
1.3,33,6.399921
1.27,33,6.412124
1.23,33,6.425464
1.15,33,6.438731
0.68,33,6.452002
1.19,33,7.035447
1.19,33,7.049627
0.73,33,7.062183
1.17,33,7.074988
1.23,33,7.088266
1.14,33,7.100984
1.14,33,7.11463
1.25,33,7.127525
1.81,33,7.139141
1.35,33,7.152765
1.1,33,7.165875
1.16,33,7.178425
1.22,33,7.190541
1.9,33,7.203491
1.21,33,7.216288
1.18,33,7.229625
1.17,33,7.242077
1.09,33,7.254858
0.66,33,7.268292
1.07,33,7.281528
1.29,33,7.294619
0.64,33,7.306756
