#{"t_start": 1693261900.439471, "env_id": "GridRoadEnv-v0"}
r,l,t
1.15,33,0.020478
0.32,33,0.033118
0.53,33,0.049223
0.49,33,0.065522
1.15,33,0.080183
0.52,33,0.09251
0.41,33,0.108068
0.48,33,0.122111
1.14,33,0.135558
1.06,33,0.148979
0.52,33,0.163349
0.57,33,0.177721
1.03,33,0.192232
1.06,33,0.20889
0.54,33,0.226034
0.49,33,0.242011
0.46,33,0.256439
0.45,33,0.269551
1.14,33,0.282447
0.47,33,0.296799
0.35,33,0.310491
1.16,33,0.324372
1.14,33,0.338113
0.48,33,0.351794
0.34,33,0.3647
0.52,33,0.378813
0.38,33,0.39239
0.33,33,0.405736
0.41,33,0.419512
1.2,33,0.43198
1.18,33,0.468966
0.43,33,0.481739
0.54,33,0.496333
0.53,33,0.510557
0.47,33,0.524579
0.46,33,0.53886
1.14,33,0.55358
0.51,33,0.56857
0.51,33,0.581224
1.05,33,0.595415
0.51,33,0.609038
1.16,33,0.62326
1.02,33,0.636981
0.57,33,0.65013
1.08,33,0.663702
0.4,33,0.678125
0.49,33,0.692833
1.13,33,0.707065
0.5,33,0.720846
0.46,33,0.734144
0.39,33,0.747071
0.61,33,0.765867
1.1,33,0.783981
0.49,33,0.802838
0.5,33,0.821888
1.05,33,0.839244
0.43,33,0.8563
1.11,33,0.872324
0.57,33,0.885916
1.06,33,0.898509
0.52,33,0.921182
0.52,33,0.934136
0.37,33,1.629346
1.84,33,1.643404
0.57,33,1.657036
0.46,33,1.671054
0.53,33,1.684283
1.03,33,1.696397
0.41,33,1.71002
0.4,33,1.723533
0.97,33,1.736903
0.39,33,1.750112
0.46,33,1.765425
0.51,33,1.789631
0.53,33,1.805487
0.39,33,1.817334
0.43,33,1.831523
1.1,33,1.844899
0.51,33,1.858829
1.17,33,1.871522
0.54,33,1.884007
0.57,33,1.898034
0.5,33,1.911918
0.96,33,1.925185
0.49,33,1.939155
1.09,33,1.952029
0.51,33,1.965863
1.67,33,1.979926
1.14,33,1.994208
0.4,33,2.008294
1.08,33,2.028751
0.45,33,2.043062
1.19,33,2.05766
0.47,33,2.070926
0.37,33,2.084593
0.5,33,2.098782
0.37,33,2.112728
0.49,33,2.125871
1.2,33,2.138839
0.5,33,2.152522
1.07,33,2.166514
1.77,33,2.180237
0.43,33,2.193008
1.78,33,2.207687
0.57,33,2.221918
1.74,33,2.237087
1.2,33,2.25185
0.47,33,2.265031
1.16,33,2.276937
1.76,33,2.290677
1.15,33,2.303992
0.48,33,2.31702
1.05,33,2.329817
1.15,33,2.341974
0.52,33,2.354824
1.22,33,2.36815
1.19,33,2.381469
1.11,33,2.393949
1.15,33,2.407772
1.04,33,2.42122
1.09,33,2.434408
0.42,33,2.454621
0.52,33,2.468101
0.45,33,2.481396
0.44,33,3.119238
1.21,33,3.133397
0.45,33,3.147322
1.12,33,3.162213
1.26,33,3.175355
0.56,33,3.188024
1.8,33,3.20219
1.07,33,3.215039
1.21,33,3.231307
0.48,33,3.245803
1.19,33,3.257916
1.11,33,3.274803
1.15,33,3.293474
1.13,33,3.31125
