#{"t_start": 1693261801.5226903, "env_id": "GridRoadEnv-v0"}
r,l,t
0.43,33,0.017302
0.53,33,0.031147
1.06,33,0.044039
0.57,33,0.057809
0.46,33,0.070867
1.67,33,0.083776
1.12,33,0.10024
1.16,33,0.113763
0.51,33,0.126177
1.09,33,0.140223
1.05,33,0.154808
0.54,33,0.168243
1.19,33,0.18233
0.46,33,0.195867
1.21,33,0.209048
0.39,33,0.223569
0.61,33,0.238054
0.59,33,0.252214
0.52,33,0.265389
1.16,33,0.278536
0.49,33,0.290466
1.08,33,0.303686
0.56,33,0.317232
1.12,33,0.330583
0.6,33,0.342667
1.13,33,0.356001
1.08,33,0.369581
1.09,33,0.382746
0.44,33,0.395646
0.57,33,0.407314
1.19,33,0.457225
0.53,33,0.470806
0.51,33,0.483787
0.59,33,0.49646
1.14,33,0.509385
1.07,33,0.521922
0.49,33,0.534128
0.41,33,0.547112
0.42,33,0.559211
0.56,33,0.5718
1.05,33,0.584519
0.42,33,0.598251
1.07,33,0.611372
0.43,33,0.623191
0.47,33,0.636029
1.08,33,0.64868
1.06,33,0.662023
0.55,33,0.674245
1.18,33,0.687378
1.09,33,0.700685
1.14,33,0.714062
1.78,33,0.726118
0.55,33,0.738721
0.4,33,0.751935
0.53,33,0.764814
0.56,33,0.77746
0.36,33,0.789242
1.13,33,0.802053
0.47,33,0.814909
1.05,33,0.826864
0.47,33,0.843626
0.45,33,0.856379
1.06,33,1.418744
1.14,33,1.432423
1.8,33,1.459363
1.12,33,1.4729
0.54,33,1.487977
0.48,33,1.502445
1.18,33,1.517134
1.09,33,1.530833
1.12,33,1.545337
0.31,33,1.56265
0.42,33,1.580426
0.48,33,1.596954
1.13,33,1.61278
1.17,33,1.628873
0.36,33,1.642299
1.07,33,1.6553
0.46,33,1.668573
1.81,33,1.681494
0.43,33,1.69343
0.51,33,1.706738
1.17,33,1.719877
0.5,33,1.732845
1.16,33,1.745861
0.99,33,1.759348
1.17,33,1.771177
0.49,33,1.784725
1.19,33,1.798317
0.55,33,1.811814
1.17,33,1.832824
0.56,33,1.844894
1.18,33,1.857656
1.2,33,1.87099
1.04,33,1.884629
1.17,33,1.898567
0.51,33,1.910654
0.56,33,1.923836
1.19,33,1.937602
0.38,33,1.95106
1.73,33,1.964492
1.23,33,1.976295
0.46,33,1.989442
0.47,33,2.002861
0.51,33,2.015855
1.09,33,2.027814
0.45,33,2.040305
1.11,33,2.05344
0.54,33,2.066889
1.13,33,2.079467
1.2,33,2.09244
0.44,33,2.107515
1.74,33,2.120441
0.49,33,2.134153
0.55,33,2.146799
1.16,33,2.158463
0.53,33,2.171874
1.14,33,2.185289
1.08,33,2.198152
0.47,33,2.210388
0.54,33,2.223161
0.49,33,2.24356
1.16,33,2.256805
1.1,33,2.270525
1.13,33,2.956183
0.49,33,2.9717
1.17,33,2.986163
1.19,33,2.999593
1.78,33,3.011848
1.08,33,3.026747
1.03,33,3.041531
0.46,33,3.054882
0.5,33,3.068413
0.55,33,3.080506
0.52,33,3.094757
0.63,33,3.108646
0.43,33,3.122401
1.18,33,3.135841
1.08,33,3.148259
1.15,33,3.162315
1.75,33,3.175734
1.13,33,3.19557
0.4,33,3.219092
1.13,33,3.240728
1.16,33,3.258165
1.1,33,3.271241
1.05,33,3.287166
1.17,33,3.300222
0.54,33,3.3122
0.53,33,3.326405
1.18,33,3.341178
0.55,33,3.364646
0.51,33,3.377074
1.67,33,3.390983
1.12,33,3.4042
1.72,33,3.417252
1.03,33,3.430694
1.16,33,3.443682
1.06,33,3.456668
0.39,33,3.470564
1.08,33,3.484306
1.02,33,3.496843
0.55,33,3.510004
1.12,33,3.523712
1.19,33,3.537931
0.58,33,3.551132
1.12,33,3.563462
1.18,33,3.57645
1.08,33,3.589852
1.05,33,3.602919
1.16,33,3.615934
1.1,33,3.629005
1.15,33,3.643208
1.75,33,3.658028
1.16,33,3.671026
0.5,33,3.68536
0.59,33,3.698844
1.16,33,3.713793
1.8,33,3.728548
1.03,33,3.742352
0.6,33,3.75635
1.19,33,3.778454
1.13,33,3.793831
0.51,33,3.808255
1.19,33,3.823027
0.53,33,3.83782
0.4,33,4.517853
1.19,33,4.532084
1.05,33,4.544804
1.7,33,4.558341
0.52,33,4.571229
1.82,33,4.58447
0.49,33,4.597218
1.18,33,4.611007
1.06,33,4.626367
0.52,33,4.640181
0.56,33,4.652813
1.07,33,4.66586
1.14,33,4.680351
1.04,33,4.693877
1.08,33,4.706687
0.6,33,4.719858
0.54,33,4.732491
1.12,33,4.746051
1.17,33,4.759316
1.18,33,4.771225
0.95,33,4.784694
1.16,33,4.797853
1.24,33,4.811096
1.02,33,4.823175
1.15,33,4.836653
1.81,33,4.849533
1.8,33,4.869915
1.14,33,4.882813
1.15,33,4.897501
1.05,33,4.913137
1.78,33,4.927871
1.07,33,4.94219
1.19,33,4.956784
1.2,33,4.972034
0.5,33,4.98586
0.49,33,5.000678
0.54,33,5.015556
0.45,33,5.03026
1.67,33,5.04422
0.96,33,5.058763
0.42,33,5.073266
0.47,33,5.087536
0.41,33,5.100782
1.08,33,5.115865
1.08,33,5.130449
0.42,33,5.145006
1.82,33,5.159204
1.84,33,5.172112
1.01,33,5.186814
0.56,33,5.204857
0.56,33,5.221557
1.71,33,5.237754
0.54,33,5.250802
1.09,33,5.265194
1.03,33,5.280016
1.18,33,5.293542
1.73,33,5.312547
0.48,33,5.324318
1.12,33,5.336296
1.11,33,5.347879
1.11,33,5.359425
1.1,33,5.371316
1.0,33,6.028528
1.03,33,6.042343
1.12,33,6.058259
1.14,33,6.070815
0.49,33,6.083174
1.18,33,6.095745
0.59,33,6.108614
1.02,33,6.121362
1.13,33,6.134065
1.12,33,6.146714
1.17,33,6.159845
1.84,33,6.171676
1.13,33,6.183436
1.11,33,6.195268
1.14,33,6.206894
1.11,33,6.219136
0.57,33,6.230901
1.11,33,6.24265
0.59,33,6.25611
1.2,33,6.268107
1.73,33,6.279833
1.18,33,6.291682
1.19,33,6.303489
1.15,33,6.315056
1.15,33,6.333585
1.12,33,6.34532
1.17,33,6.357091
1.17,33,6.368724
0.62,33,6.38018
1.11,33,6.391886
1.76,33,6.408457
1.13,33,6.430389
1.09,33,6.441949
1.1,33,6.453637
1.82,33,6.465681
1.21,33,6.477603
1.8,33,6.490338
1.2,33,6.503507
1.17,33,6.516806
1.8,33,6.52885
1.17,33,6.540639
1.19,33,6.552397
1.16,33,6.564189
1.76,33,6.575973
1.11,33,6.587748
1.79,33,6.599492
1.8,33,6.611705
1.22,33,6.623442
1.01,33,6.635029
1.21,33,6.646695
1.11,33,6.659165
1.1,33,6.671415
1.17,33,6.683154
1.2,33,6.694961
1.06,33,6.707065
1.17,33,6.725633
1.15,33,6.737424
1.76,33,6.749343
1.18,33,6.761418
1.68,33,6.773583
1.79,33,6.785492
1.14,33,6.797546
1.21,33,7.467149
1.78,33,7.478979
1.14,33,7.490709
1.0,33,7.502386
1.75,33,7.514038
1.17,33,7.525954
1.18,33,7.537596
1.11,33,7.549231
1.16,33,7.560787
1.18,33,7.57244
1.19,33,7.584177
1.18,33,7.59609
1.18,33,7.607987
1.12,33,7.620387
1.18,33,7.632836
1.11,33,7.644644
1.15,33,7.657196
1.06,33,7.66975
1.23,33,7.683504
1.8,33,7.695413
1.12,33,7.707152
1.15,33,7.719206
1.2,33,7.731003
1.67,33,7.749561
1.16,33,7.761177
1.17,33,7.772885
1.82,33,7.784483
1.77,33,7.796352
1.11,33,7.807957
1.16,33,7.819522
1.19,33,7.831111
1.05,33,7.850055
1.76,33,7.870989
1.09,33,7.889316
1.05,33,7.905464
1.82,33,7.92078
1.15,33,7.93538
0.51,33,7.950062
0.61,33,7.96832
1.79,33,7.983873
1.79,33,8.000166
1.11,33,8.016816
0.59,33,8.032344
0.42,33,8.046947
1.12,33,8.061204
1.09,33,8.075698
1.76,33,8.089774
1.17,33,8.109019
1.17,33,8.123028
1.8,33,8.136924
1.23,33,8.150551
1.06,33,8.163959
1.15,33,8.176591
0.47,33,8.198436
1.13,33,8.212343
1.16,33,8.224105
1.65,33,8.235751
1.15,33,8.248843
1.24,33,8.261438
1.15,33,8.273285
1.04,33,8.284931
1.2,33,8.296943
1.16,33,8.865839
1.81,33,8.877763
1.03,33,8.891858
1.11,33,8.906104
1.66,33,8.918224
1.18,33,8.929912
1.79,33,8.941681
0.46,33,8.953476
1.19,33,8.965732
1.22,33,8.977516
1.16,33,8.989285
1.21,33,9.000804
1.14,33,9.012526
1.15,33,9.024199
1.1,33,9.035917
1.76,33,9.048143
1.71,33,9.061223
1.07,33,9.072869
1.14,33,9.084679
1.1,33,9.096457
1.18,33,9.108138
1.85,33,9.122586
1.13,33,9.134169
