#{"t_start": 1693567391.4983191, "env_id": "GridRoadEnv-v0"}
r,l,t
0.47,33,0.022155
0.37,33,0.039628
1.18,33,0.054303
1.14,33,0.068289
0.33,33,0.082326
0.48,33,0.096123
1.06,33,0.10953
0.34,33,0.125587
0.37,33,0.140153
0.48,33,0.152565
1.17,33,0.165672
1.04,33,0.179213
0.6,33,0.192611
1.02,33,0.206021
0.5,33,0.219235
0.49,33,0.232631
0.29,33,0.247617
1.1,33,0.260586
1.03,33,0.273875
1.2,33,0.289213
0.45,33,0.3042
0.24,33,0.317168
0.47,33,0.330542
0.49,33,0.343794
1.16,33,0.356686
0.43,33,0.369416
0.36,33,0.38236
1.28,33,0.395494
0.43,33,0.408934
0.54,33,0.422314
0.43,33,0.459486
0.98,33,0.472585
0.47,33,0.484864
0.45,33,0.497442
0.43,33,0.510138
3.53,28,0.521391
1.07,33,0.533642
0.38,33,0.546665
0.4,33,0.559512
1.0,33,0.572147
0.33,33,0.584933
0.97,33,0.598212
0.91,33,0.610855
0.42,33,0.62385
0.38,33,0.636141
1.1,33,0.649753
1.12,33,0.663802
1.11,33,0.676571
1.27,33,0.689121
0.4,33,0.701601
0.46,33,0.714464
0.46,33,0.727421
0.31,33,0.740199
0.42,33,0.752985
1.1,33,0.765801
0.34,33,0.778552
0.39,33,0.791279
0.31,33,0.804059
1.14,33,0.81682
0.45,33,0.829718
1.11,33,0.849696
0.39,33,0.862337
0.49,33,1.726091
0.44,33,1.74324
0.35,33,1.762055
1.74,33,1.7818
0.39,33,1.797995
1.02,33,1.813865
0.41,33,1.829675
1.09,33,1.845017
0.51,33,1.86049
1.13,33,1.876359
0.5,33,1.891921
0.42,33,1.908179
1.11,33,1.924093
0.3,33,1.940428
1.17,33,1.957243
1.29,33,1.974107
1.15,33,1.99094
0.51,33,2.007577
1.09,33,2.024041
0.45,33,2.041258
0.37,33,2.057631
1.08,33,2.073344
1.2,33,2.089862
0.43,33,2.106445
0.62,33,2.122601
1.07,33,2.138136
0.46,33,2.154516
0.43,33,2.170664
0.39,33,2.187983
1.16,33,2.212476
0.49,33,2.229598
1.18,33,2.246231
0.45,33,2.263065
0.35,33,2.279071
0.41,33,2.294969
0.4,33,2.31111
0.39,33,2.327565
1.12,33,2.344128
0.52,33,2.360731
0.24,33,2.377033
0.98,33,2.392794
0.31,33,2.409758
0.53,33,2.425948
1.11,33,2.44223
1.25,33,2.45862
0.42,33,2.474621
0.35,33,2.490228
1.16,33,2.504907
0.33,33,2.520074
0.47,33,2.536933
0.43,33,2.555914
0.38,33,2.573498
1.21,33,2.591154
1.14,33,2.607822
1.19,33,2.622718
1.02,33,2.638124
0.48,33,2.654138
0.43,33,2.670493
