#{"t_start": 1693153609.300746, "env_id": "GridRoadEnv-v0"}
r,l,t
0.44,33,0.018788
0.52,33,0.031932
0.56,33,0.044018
1.84,33,0.056113
0.54,33,0.068251
0.65,33,0.081008
1.42,33,0.093209
0.58,33,0.105733
1.23,33,0.121203
1.15,33,0.133305
1.07,33,0.145345
0.8,33,0.158118
1.15,33,0.171158
1.01,33,0.183597
0.65,33,0.195863
0.57,33,0.208108
0.46,33,0.220285
1.26,33,0.232525
0.48,33,0.244186
1.07,33,0.256428
1.12,33,0.268581
0.7,33,0.280776
0.74,33,0.292617
0.51,33,0.304615
1.14,33,0.316835
0.64,33,0.328795
0.7,33,0.343594
0.58,33,0.357919
0.51,33,0.370351
0.66,33,0.3822
1.39,33,0.413166
0.74,33,0.425429
0.57,33,0.437449
1.28,33,0.44957
0.54,33,0.461899
0.78,33,0.478134
0.51,33,0.49268
1.3,33,0.505794
1.39,33,0.519563
1.06,33,0.532549
1.03,33,0.54496
1.07,33,0.55768
0.79,33,0.57049
0.46,33,0.583492
1.21,33,0.59643
1.0,33,0.60948
0.28,33,0.621754
1.17,33,0.634003
1.38,33,0.645685
1.14,33,0.657944
0.6,33,0.669846
1.62,33,0.681783
1.28,33,0.693494
0.53,33,0.705429
0.61,33,0.717721
0.39,33,0.729911
0.63,33,0.741788
0.66,33,0.753739
1.09,33,0.765713
0.66,33,0.777701
1.19,33,0.797637
1.32,33,0.809738
1.37,33,1.384695
1.31,33,1.396859
1.04,33,1.409728
0.58,33,1.422438
0.46,33,1.435251
1.87,33,1.447719
0.59,33,1.460421
1.12,33,1.474645
0.68,33,1.487278
0.46,33,1.499599
1.23,33,1.511311
1.38,33,1.523425
0.33,33,1.535751
1.34,33,1.547485
1.04,33,1.559416
1.13,33,1.571885
0.75,33,1.584023
0.67,33,1.595999
0.62,33,1.608489
1.32,33,1.620411
1.39,33,1.63281
1.19,33,1.64486
0.63,33,1.657559
1.11,33,1.670726
0.42,33,1.683514
0.52,33,1.696811
1.32,33,1.709404
1.05,33,1.721935
0.7,33,1.741334
1.37,33,1.754152
0.48,33,1.76656
1.95,33,1.779344
1.42,33,1.791813
1.39,33,1.806344
0.48,33,1.820426
0.49,33,1.832416
1.95,33,1.845289
0.59,33,1.857706
0.54,33,1.870448
1.21,33,1.882819
1.31,33,1.894963
1.03,33,1.907106
1.19,33,1.919332
0.68,33,1.931486
0.45,33,1.943858
1.85,33,1.956021
0.48,33,1.968446
0.74,33,1.981143
0.66,33,1.993648
1.28,33,2.00583
0.75,33,2.017751
0.61,33,2.030052
0.49,33,2.0425
1.34,33,2.055225
1.06,33,2.067804
0.7,33,2.079884
0.77,33,2.092302
0.57,33,2.10446
0.6,33,2.11818
1.21,33,2.137006
0.59,33,2.149281
1.39,33,2.1621
1.84,33,2.759044
1.43,33,2.771701
1.27,33,2.783718
1.26,33,2.796114
1.69,33,2.808074
0.53,33,2.819967
0.86,33,2.831878
0.66,33,2.844229
0.55,33,2.856276
1.08,33,2.868041
1.48,33,2.87987
1.21,33,2.8917
1.01,33,2.903822
1.27,33,2.915674
1.18,33,2.927681
1.22,33,2.940878
0.67,33,2.958495
0.58,33,2.973108
1.14,33,2.990262
1.99,33,3.007345
2.03,33,3.025776
1.93,33,3.045119
0.49,33,3.06431
0.72,33,3.080884
1.26,33,3.099215
0.52,33,3.11676
1.31,33,3.130996
0.96,33,3.153226
1.34,33,3.167086
1.36,33,3.179484
1.34,33,3.193013
0.39,33,3.206642
0.65,33,3.22118
0.76,33,3.237061
1.05,33,3.251523
1.57,33,3.265002
1.35,33,3.278224
1.11,33,3.292353
0.63,33,3.305929
0.78,33,3.319291
0.69,33,3.332012
1.23,33,3.345087
1.71,33,3.358668
0.7,33,3.372227
1.31,33,3.385459
1.3,33,3.398537
1.26,33,3.412585
0.74,33,3.426552
0.5,33,3.440166
1.07,33,3.453506
1.31,33,3.466694
1.22,33,3.48015
1.33,33,3.494014
1.12,33,3.507968
1.09,33,3.521762
0.51,33,3.535645
0.5,33,3.550171
1.26,33,3.571723
0.62,33,3.584641
1.13,33,3.59782
0.78,33,3.611115
0.69,33,3.624651
1.21,33,4.271563
1.3,33,4.286086
1.43,33,4.298978
1.42,33,4.313695
1.27,33,4.327712
2.02,33,4.34212
1.17,33,4.355954
1.14,33,4.369354
0.96,33,4.382099
1.8,33,4.396325
1.34,33,4.410952
0.94,33,4.425304
1.7,33,4.439169
1.08,33,4.450986
0.58,33,4.464701
1.22,33,4.480107
1.33,33,4.494368
1.28,33,4.508383
1.32,33,4.52172
1.25,33,4.535119
4.41,26,4.545773
1.24,33,4.56404
1.21,33,4.583702
1.32,33,4.611136
1.83,33,4.628055
1.32,33,4.642384
1.29,33,4.664146
1.24,33,4.678523
1.2,33,4.692539
1.26,33,4.705899
0.53,33,4.720615
1.27,33,4.734668
0.58,33,4.747399
1.23,33,4.760707
1.46,33,4.774227
1.11,33,4.787722
1.41,33,4.801278
1.18,33,4.814443
1.72,33,4.827561
1.37,33,4.841463
1.23,33,4.856091
1.25,33,4.870336
1.12,33,4.884411
1.76,33,4.897554
1.2,33,4.910553
0.51,33,4.924889
1.33,33,4.939243
1.06,33,4.952925
0.73,33,4.966642
0.84,33,4.979574
1.19,33,4.993029
1.2,33,5.006408
4.45,30,5.019215
1.27,33,5.032906
0.54,33,5.046161
1.39,33,5.060189
0.94,33,5.082182
1.1,33,5.09568
1.06,33,5.1102
1.68,33,5.124521
0.51,33,5.139526
1.35,33,5.152852
1.26,33,5.804043
1.19,33,5.818855
1.43,33,5.831624
1.14,33,5.844626
0.57,33,5.857722
1.22,33,5.870942
1.31,33,5.884711
1.11,33,5.897146
1.88,33,5.911134
1.21,33,5.924621
2.16,33,5.938716
1.15,33,5.952151
0.47,33,5.965401
1.21,33,5.97797
1.42,33,5.991904
1.4,33,6.005285
0.53,33,6.018634
1.29,33,6.031318
1.31,33,6.044169
0.82,33,6.058514
1.34,33,6.072442
1.08,33,6.086123
1.41,33,6.099792
1.21,33,6.112163
1.88,33,6.125727
1.83,33,6.147141
1.26,33,6.16029
1.12,33,6.173573
0.64,33,6.187121
4.56,32,6.199414
1.81,33,6.212217
1.36,33,6.22555
1.31,33,6.239028
1.11,33,6.251141
1.22,33,6.264306
0.77,33,6.277755
1.25,33,6.291052
1.31,33,6.304067
1.36,33,6.317017
1.15,33,6.331147
1.2,33,6.344594
0.66,33,6.358418
1.22,33,6.372211
1.28,33,6.385163
1.38,33,6.398243
1.34,33,6.412191
1.24,33,6.425734
0.65,33,6.439219
0.75,33,6.451783
1.0,33,6.46492
1.26,33,6.478546
1.22,33,6.492211
1.22,33,6.505412
4.26,22,6.51364
1.6,33,6.52697
0.38,33,6.546917
1.26,33,6.560471
1.08,33,6.574064
1.27,33,6.587799
1.35,33,6.599858
1.26,33,6.613193
1.15,33,6.626888
1.81,33,7.236243
1.28,33,7.251164
1.41,33,7.264949
1.35,33,7.278975
1.48,33,7.292958
0.68,33,7.30606
1.17,33,7.318894
1.14,33,7.331684
1.47,33,7.344773
1.22,33,7.357164
1.13,33,7.369709
1.21,33,7.38165
1.4,33,7.393975
1.07,33,7.406648
1.22,33,7.419031
