#{"t_start": 1693565692.7561283, "env_id": "GridRoadEnv-v0"}
r,l,t
0.5,33,0.018853
0.99,33,0.033653
0.43,33,0.049661
0.5,33,0.066451
1.08,33,0.082492
0.41,33,0.098166
0.33,33,0.114116
1.1,33,0.129521
1.13,33,0.14644
1.08,33,0.16189
0.4,33,0.177176
1.23,33,0.192859
0.34,33,0.210141
0.45,33,0.227124
0.36,33,0.24284
0.53,33,0.258163
1.19,33,0.274471
1.07,33,0.292877
0.37,33,0.30887
0.36,33,0.324986
0.39,33,0.341275
1.08,33,0.356936
1.24,33,0.372085
1.16,33,0.387572
1.12,33,0.403642
0.5,33,0.419647
0.74,33,0.437024
1.26,33,0.453807
0.47,33,0.469393
1.17,33,0.485686
1.06,33,0.523208
0.45,33,0.538796
1.08,33,0.554599
0.42,33,0.571342
0.32,33,0.587647
1.02,33,0.604698
1.07,33,0.620287
0.53,33,0.635739
0.53,33,0.651223
1.11,33,0.666503
1.18,33,0.684269
0.28,33,0.701091
0.47,33,0.721516
0.36,33,0.743497
1.04,33,0.765163
0.51,33,0.786118
0.3,33,0.806892
0.58,33,0.822541
0.97,33,0.839682
0.46,33,0.855114
1.07,33,0.870458
0.54,33,0.88685
0.28,33,0.901511
1.1,33,0.916788
1.19,33,0.932281
0.34,33,0.947704
1.12,33,0.963088
0.31,33,0.979106
0.57,33,0.994754
0.38,33,1.010602
1.11,33,1.029776
0.44,33,1.045554
0.37,33,1.710777
1.13,33,1.725878
1.12,33,1.741722
0.48,33,1.757201
1.08,33,1.772898
1.12,33,1.789472
1.19,33,1.80621
0.42,33,1.821223
0.46,33,1.836715
0.44,33,1.85281
1.16,33,1.869084
0.49,33,1.885085
0.5,33,1.902205
1.23,33,1.918684
1.17,33,1.934439
0.59,33,1.94981
0.55,33,1.965097
0.47,33,1.980682
1.18,33,1.995399
0.49,33,2.013661
0.43,33,2.033503
1.06,33,2.049817
1.05,33,2.065593
0.27,33,2.081561
0.47,33,2.097158
0.5,33,2.111715
3.59,24,2.124079
1.15,33,2.140253
0.4,33,2.156082
0.47,33,2.180447
1.28,33,2.197124
0.42,33,2.212569
1.13,33,2.228032
1.22,33,2.243549
0.44,33,2.259928
0.25,33,2.275326
0.51,33,2.290859
1.16,33,2.307392
1.15,33,2.323726
1.07,33,2.340595
0.42,33,2.355798
1.0,33,2.371815
1.14,33,2.386877
0.44,33,2.401709
1.84,33,2.41641
0.49,33,2.430712
0.38,33,2.445824
1.77,33,2.461947
0.99,33,2.478111
0.36,33,2.493926
0.33,33,2.508726
0.42,33,2.523729
0.52,33,2.538829
0.42,33,2.553975
1.13,33,2.568726
0.43,33,2.584654
1.1,33,2.600536
0.34,33,2.614683
1.07,33,2.630405
0.87,33,2.65482
1.16,33,2.669885
0.33,33,2.68466
0.61,33,3.326818
1.16,33,3.342067
1.17,33,3.358337
1.23,33,3.376009
0.48,33,3.392088
0.42,33,3.408868
1.03,33,3.42383
1.05,33,3.438774
0.45,33,3.455682
0.41,33,3.471414
1.13,33,3.486934
1.2,33,3.502172
1.08,33,3.517788
0.97,33,3.533363
0.36,33,3.550587
1.15,33,3.566172
0.27,33,3.581595
1.24,33,3.597292
1.06,33,3.613736
0.98,33,3.628469
0.41,33,3.643328
1.04,33,3.658471
1.16,33,3.673553
1.14,33,3.689073
1.02,33,3.704316
1.02,33,3.718967
1.02,33,3.733806
0.46,33,3.759069
1.23,33,3.773329
0.38,33,3.789068
1.02,33,3.805672
1.11,33,3.822052
0.45,33,3.837441
1.19,33,3.852355
1.09,33,3.867074
0.41,33,3.881883
1.18,33,3.895296
0.35,33,3.909919
1.03,33,3.925099
0.3,33,3.94013
1.14,33,3.9555
1.19,33,3.970619
0.53,33,3.986707
0.5,33,4.001709
0.97,33,4.016198
1.2,33,4.031726
1.05,33,4.047081
0.33,33,4.062665
1.01,33,4.078289
0.52,33,4.09217
0.44,33,4.107017
1.22,33,4.121722
1.14,33,4.136595
1.08,33,4.151607
1.17,33,4.166327
1.14,33,4.180732
1.1,33,4.195552
1.22,33,4.210617
0.36,33,4.234045
1.08,33,4.24946
0.39,33,4.265918
1.29,33,4.283532
3.74,33,4.927308
1.01,33,4.943627
1.02,33,4.958861
1.01,33,4.974766
0.4,33,4.991651
0.91,33,5.007218
1.14,33,5.024014
0.35,33,5.039363
1.07,33,5.055051
1.15,33,5.070401
1.01,33,5.084073
1.18,33,5.099034
1.05,33,5.113783
1.05,33,5.12948
0.48,33,5.151829
4.36,29,5.170118
1.11,33,5.186454
0.45,33,5.202974
1.06,33,5.218736
1.18,33,5.235296
1.14,33,5.250579
1.04,33,5.265631
1.22,33,5.282844
0.43,33,5.29871
1.09,33,5.314781
1.09,33,5.330478
1.14,33,5.355566
1.0,33,5.370529
0.51,33,5.386031
1.73,33,5.401694
1.05,33,5.4161
1.08,33,5.431592
0.28,33,5.446883
0.37,33,5.462324
0.96,33,5.477383
1.07,33,5.494511
1.06,33,5.512011
0.34,33,5.527705
0.99,33,5.544733
0.99,33,5.560033
1.18,33,5.575947
0.99,33,5.592597
0.44,33,5.608909
0.36,33,5.624722
1.23,33,5.640588
0.39,33,5.656041
1.14,33,5.673004
1.22,33,5.689099
1.15,33,5.704366
1.09,33,5.720602
1.01,33,5.736565
1.02,33,5.753235
1.15,33,5.769714
1.16,33,5.785465
1.07,33,5.801121
1.06,33,5.818397
1.06,33,5.843945
1.08,33,5.861025
1.06,33,5.876696
1.2,33,5.893118
0.43,33,5.908977
1.07,33,5.924666
1.19,33,6.578422
1.04,33,6.592751
1.12,33,6.609503
0.92,33,6.628511
0.91,33,6.646703
0.49,33,6.666002
1.09,33,6.683459
1.68,33,6.70153
1.21,33,6.722046
1.76,33,6.741895
0.99,33,6.758297
1.29,33,6.777981
1.16,33,6.79404
1.16,33,6.809008
0.35,33,6.826002
1.12,33,6.845186
0.52,33,6.859781
0.31,33,6.877892
1.34,33,6.893079
1.02,33,6.910373
1.11,33,6.92906
0.97,33,6.950867
1.18,33,6.967132
1.3,33,6.984763
0.99,33,7.001041
1.13,33,7.027699
1.17,33,7.042844
0.93,33,7.05951
1.08,33,7.075666
1.09,33,7.090699
1.01,33,7.107149
1.17,33,7.122085
1.05,33,7.138679
0.97,33,7.157115
1.07,33,7.173391
1.14,33,7.188946
1.12,33,7.204968
1.02,33,7.222045
1.05,33,7.237428
1.08,33,7.253948
0.47,33,7.269015
0.91,33,7.284551
0.48,33,7.302299
0.99,33,7.318716
1.21,33,7.33481
1.07,33,7.353959
1.17,33,7.371275
1.11,33,7.388917
1.14,33,7.404755
1.16,33,7.420002
1.16,33,7.435285
1.13,33,7.451287
1.04,33,7.468613
1.04,33,7.4863
1.02,33,7.502167
1.05,33,7.522552
1.17,33,7.538476
1.12,33,7.555513
1.07,33,7.572862
1.02,33,7.589099
0.47,33,7.605606
1.11,33,7.624684
1.27,33,8.290671
1.15,33,8.308008
1.06,33,8.323974
1.2,33,8.340284
1.06,33,8.356563
1.2,33,8.371859
1.07,33,8.387601
1.25,33,8.403102
0.97,33,8.419522
1.01,33,8.434498
0.43,33,8.44942
1.04,33,8.464514
1.1,33,8.479992
1.1,33,8.496128
1.11,33,8.511612
1.1,33,8.528404
0.36,33,8.544679
1.21,33,8.561933
1.17,33,8.57806
1.02,33,8.593455
1.1,33,8.610355
1.12,33,8.626003
1.06,33,8.642184
0.99,33,8.668132
0.49,33,8.685025
1.0,33,8.700976
1.11,33,8.71665
0.98,33,8.733108
1.09,33,8.748368
1.04,33,8.763002
1.17,33,8.778201
0.43,33,8.792313
1.21,33,8.808958
1.0,33,8.825155
1.08,33,8.840585
1.09,33,8.856582
1.24,33,8.872707
1.01,33,8.888105
1.0,33,8.904175
0.99,33,8.919807
1.13,33,8.935306
1.04,33,8.951874
1.06,33,8.96762
1.0,33,8.984042
1.01,33,8.997401
1.2,33,9.012118
1.07,33,9.027497
0.45,33,9.043561
1.06,33,9.05919
1.02,33,9.075216
0.98,33,9.091696
1.02,33,9.10728
1.08,33,9.124086
1.21,33,9.139344
1.1,33,9.157647
1.06,33,9.17272
1.05,33,9.188855
1.06,33,9.204361
1.06,33,9.221363
0.93,33,9.236879
1.11,33,9.25299
1.16,33,9.268472
1.18,33,9.913172
1.27,33,9.928726
0.97,33,9.943677
1.06,33,9.959275
1.8,33,9.97299
1.09,33,9.988149
0.47,33,10.003746
0.98,33,10.020357
0.44,33,10.036881
1.02,33,10.054648
4.11,15,10.062098
1.17,33,10.07864
0.99,33,10.093587
1.17,33,10.109486
0.37,33,10.126101
1.07,33,10.141577
1.15,33,10.157259
0.97,33,10.172637
1.17,33,10.188096
1.04,33,10.203583
1.79,33,10.220458
0.93,33,10.2377
1.1,33,10.262687
1.04,33,10.277648
1.1,33,10.29503
1.02,33,10.313026
1.19,33,10.328779
1.07,33,10.344225
0.93,33,10.359211
1.11,33,10.375503
1.02,33,10.405351
1.12,33,10.431183
1.19,33,10.449793
1.2,33,10.467424
1.12,33,10.481629
1.05,33,10.496899
0.95,33,10.51231
0.93,33,10.526694
1.15,33,10.542804
1.06,33,10.558864
0.99,33,10.573663
1.04,33,10.589952
1.02,33,10.604844
1.14,33,10.619898
1.07,33,10.634706
1.21,33,10.649676
1.16,33,10.66368
0.97,33,10.678837
1.17,33,10.692998
1.07,33,10.708237
1.07,33,10.724049
4.09,23,10.73586
1.23,33,10.751102
0.47,33,10.7744
1.9,33,10.791579
1.07,33,10.807191
1.07,33,10.822678
1.02,33,10.838077
1.03,33,10.855406
1.08,33,10.871531
1.07,33,10.888715
0.43,33,10.905946
1.15,33,10.923044
1.1,33,11.57463
1.17,33,11.590098
1.02,33,11.605419
0.95,33,11.620255
1.1,33,11.633663
1.08,33,11.64861
1.08,33,11.665604
1.09,33,11.681075
0.94,33,11.696167
1.05,33,11.710868
0.54,33,11.726763
0.99,33,11.741128
0.96,33,11.757296
0.93,33,11.773577
0.47,33,11.79013
1.16,33,11.805245
1.09,33,11.820386
1.08,33,11.835725
1.79,33,11.850883
1.19,33,11.865887
1.09,33,11.891307
0.95,33,11.906861
1.04,33,11.922884
1.1,33,11.938664
1.08,33,11.954203
0.28,33,11.969226
1.12,33,11.983742
0.98,33,11.999902
1.21,33,12.015197
1.09,33,12.031218
1.14,33,12.04828
0.31,33,12.065503
0.44,33,12.081797
1.23,33,12.098805
1.12,33,12.114916
0.95,33,12.130727
1.03,33,12.149473
0.4,33,12.165055
1.2,33,12.181995
0.94,33,12.199029
1.14,33,12.214342
3.75,29,12.229686
1.02,33,12.246545
1.04,33,12.261738
1.11,33,12.277384
3.65,33,12.292943
1.13,33,12.30979
1.0,33,12.326756
1.31,33,12.343572
