#{"t_start": 1693149152.79932, "env_id": "GridRoadEnv-v0"}
r,l,t
0.51,33,0.020419
0.65,33,0.035068
1.16,33,0.049579
0.65,33,0.065751
1.28,33,0.084018
0.46,33,0.098748
0.67,33,0.114404
0.41,33,0.132009
1.29,33,0.148044
1.2,33,0.163847
0.54,33,0.181354
0.6,33,0.197317
0.51,33,0.213223
0.65,33,0.228803
1.2,33,0.245111
0.54,33,0.261326
0.58,33,0.276909
1.25,33,0.29408
0.59,33,0.312769
1.29,33,0.329078
1.22,33,0.343533
1.19,33,0.35958
0.57,33,0.379386
1.14,33,0.397302
0.55,33,0.415751
0.58,33,0.43244
0.61,33,0.450245
0.57,33,0.468056
0.58,33,0.485209
0.67,33,0.501008
1.28,33,0.541979
0.41,33,0.557967
0.7,33,0.575348
0.59,33,0.595008
1.25,33,0.61252
0.57,33,0.631715
0.48,33,0.647973
1.29,33,0.663924
0.4,33,0.682843
0.57,33,0.700559
1.28,33,0.717902
1.31,33,0.733685
0.62,33,0.749374
1.33,33,0.765739
1.19,33,0.782928
0.63,33,0.799531
1.13,33,0.816341
1.16,33,0.832933
1.32,33,0.848616
0.54,33,0.864772
1.25,33,0.880429
0.47,33,0.89716
0.47,33,0.913334
1.25,33,0.92869
0.53,33,0.945382
1.18,33,0.961596
1.22,33,0.979031
1.22,33,0.995419
1.17,33,1.012586
0.51,33,1.028695
0.53,33,1.053318
0.56,33,1.070292
1.27,33,1.757845
0.61,33,1.775044
1.24,33,1.791741
0.57,33,1.80848
0.58,33,1.821012
1.1,33,1.83662
0.7,33,1.852157
1.91,33,1.868627
0.43,33,1.885
1.21,33,1.902138
0.67,33,1.919883
1.79,33,1.935075
0.66,33,1.953234
1.08,33,1.971253
1.11,33,1.98472
1.25,33,2.001124
1.27,33,2.01609
0.65,33,2.031467
0.5,33,2.046774
1.12,33,2.060397
0.55,33,2.078733
1.22,33,2.094781
1.92,33,2.111173
0.47,33,2.126956
0.59,33,2.143232
1.15,33,2.160057
1.32,33,2.177671
1.24,33,2.195123
1.88,33,2.219802
1.28,33,2.234997
0.47,33,2.25034
1.3,33,2.266474
0.64,33,2.282739
0.65,33,2.299196
1.26,33,2.315968
0.7,33,2.331695
1.35,33,2.34907
1.98,33,2.366247
1.07,33,2.38218
1.27,33,2.398156
0.67,33,2.414791
1.22,33,2.430797
0.56,33,2.446844
1.24,33,2.463088
0.63,33,2.478842
1.26,33,2.494517
1.9,33,2.509839
1.2,33,2.528421
0.68,33,2.545164
1.83,33,2.561789
0.58,33,2.578531
0.62,33,2.595338
1.1,33,2.610919
1.27,33,2.626486
0.58,33,2.642868
0.46,33,2.658612
0.66,33,2.674554
1.18,33,2.691648
1.14,33,2.709013
1.22,33,2.732014
1.2,33,2.74867
1.1,33,2.764487
0.68,33,3.446053
0.57,33,3.461674
1.7,33,3.477953
1.27,33,3.494623
0.53,33,3.510937
1.23,33,3.529527
1.22,33,3.545107
0.5,33,3.561667
1.9,33,3.577633
1.12,33,3.593448
0.52,33,3.610806
1.16,33,3.626879
0.61,33,3.642152
1.23,33,3.659909
1.02,33,3.676821
1.31,33,3.694524
1.17,33,3.710769
0.53,33,3.726162
1.24,33,3.741375
1.89,33,3.757023
1.21,33,3.772797
1.92,33,3.789771
1.25,33,3.805948
0.71,33,3.821522
0.52,33,3.837396
1.22,33,3.855086
1.26,33,3.873764
1.25,33,3.900671
0.48,33,3.916504
0.56,33,3.932047
1.85,33,3.948075
1.22,33,3.964216
0.67,33,3.981391
1.29,33,3.997285
1.25,33,4.014561
0.66,33,4.031329
1.29,33,4.047699
1.21,33,4.063082
0.61,33,4.079532
0.64,33,4.09524
1.12,33,4.111873
0.64,33,4.128952
1.1,33,4.144027
1.81,33,4.158554
1.2,33,4.174354
0.54,33,4.191362
1.92,33,4.209208
1.89,33,4.228329
1.17,33,4.244753
0.51,33,4.261364
1.25,33,4.277668
0.57,33,4.293968
1.17,33,4.309474
0.53,33,4.325505
1.14,33,4.340216
1.13,33,4.356665
0.48,33,4.377552
1.18,33,4.40441
1.17,33,4.4191
1.19,33,4.434208
0.64,33,4.449356
1.11,33,4.465403
1.21,33,5.153275
0.47,33,5.168392
1.35,33,5.18476
1.31,33,5.200497
1.19,33,5.215748
1.28,33,5.231346
1.92,33,5.247377
1.17,33,5.263488
1.2,33,5.282467
1.33,33,5.303054
0.59,33,5.323401
1.79,33,5.343432
1.23,33,5.363005
0.68,33,5.383514
1.28,33,5.40474
0.56,33,5.420717
1.19,33,5.437962
1.2,33,5.45549
1.27,33,5.472606
1.23,33,5.488932
