#{"t_start": 1693150273.0629961, "env_id": "GridRoadEnv-v0"}
r,l,t
0.65,33,0.024915
1.14,33,0.041678
1.26,33,0.056659
1.25,33,0.074492
0.73,33,0.093643
1.24,33,0.116087
1.31,33,0.134447
1.21,33,0.152389
1.02,33,0.168874
0.52,33,0.185607
0.63,33,0.205219
0.44,33,0.220966
0.55,33,0.238927
1.08,33,0.25493
0.42,33,0.27337
0.4,33,0.290823
1.22,33,0.307262
0.75,33,0.324564
1.19,33,0.350567
1.1,33,0.378865
1.22,33,0.403136
1.27,33,0.421759
0.55,33,0.443683
0.65,33,0.463604
0.61,33,0.482707
0.62,33,0.502304
1.17,33,0.520397
0.62,33,0.540078
0.55,33,0.558262
0.62,33,0.577918
1.08,33,0.624961
0.62,33,0.643704
0.63,33,0.660586
1.29,33,0.676347
1.13,33,0.692087
1.8,33,0.707893
0.57,33,0.723099
1.28,33,0.738435
0.62,33,0.753771
0.65,33,0.769208
1.24,33,0.783641
1.19,33,0.798311
0.6,33,0.813028
1.25,33,0.828751
1.16,33,0.844757
0.56,33,0.861085
0.61,33,0.877464
0.57,33,0.893871
0.68,33,0.910454
1.22,33,0.92654
0.55,33,0.942733
0.72,33,0.959721
0.62,33,0.97603
0.68,33,0.992953
1.17,33,1.011837
0.56,33,1.031578
0.5,33,1.05028
0.76,33,1.068063
0.59,33,1.085272
0.42,33,1.101687
0.56,33,1.123031
0.68,33,1.141441
1.27,33,2.206877
0.51,33,2.234833
1.74,33,2.257114
1.24,33,2.27513
0.62,33,2.293704
1.22,33,2.30828
0.61,33,2.325696
1.2,33,2.345083
1.8,33,2.362466
1.19,33,2.38066
1.26,33,2.399432
1.33,33,2.416657
0.48,33,2.435892
0.38,33,2.454328
1.28,33,2.476996
1.41,33,2.501506
1.32,33,2.524255
1.26,33,2.546909
0.58,33,2.569294
1.31,33,2.590525
0.46,33,2.612197
0.48,33,2.63277
1.02,33,2.652915
1.16,33,2.673559
0.59,33,2.691055
0.51,33,2.709243
1.17,33,2.730588
1.28,33,2.749844
1.17,33,2.773702
0.6,33,2.792625
0.62,33,2.808806
1.2,33,2.823683
