#{"t_start": 1693326803.291044, "env_id": "GridRoadEnv-v0"}
r,l,t
0.6,80,0.046265
0.52,80,0.083822
0.52,80,0.132224
1.24,80,0.166195
0.49,80,0.202617
0.45,80,0.244457
0.49,80,0.279588
0.42,80,0.309598
0.49,80,0.340302
1.14,80,0.370179
0.41,80,0.400874
1.16,80,0.430576
1.19,80,0.483018
1.18,80,0.514279
0.5,80,0.545117
0.46,80,0.576453
0.45,80,0.608356
0.58,80,0.640448
0.39,80,0.673677
0.38,80,0.702804
0.31,80,0.731407
0.63,80,0.76035
0.47,80,0.789801
0.41,80,0.818569
1.14,80,0.847718
0.42,80,1.725607
0.4,80,1.766408
0.47,80,1.809433
0.57,80,1.840175
0.49,80,1.877084
0.36,80,1.912597
0.49,80,1.949086
0.47,80,1.983254
0.55,80,2.018246
0.53,80,2.0543
0.6,80,2.091203
0.43,80,2.127295
0.51,80,2.167254
1.21,80,2.196899
0.45,80,2.229537
1.15,80,2.266549
0.43,80,2.301659
0.61,80,2.335453
0.46,80,2.374404
1.18,80,2.410178
0.54,80,2.443617
1.03,80,2.475574
0.5,80,2.507052
0.49,80,2.537987
0.53,80,2.569867
0.5,80,2.602621
0.52,80,3.345411
1.13,80,3.375663
0.58,80,3.405235
1.24,80,3.435119
0.52,80,3.466617
1.2,80,3.496284
1.11,80,3.525484
1.12,80,3.556687
0.56,80,3.586215
1.14,80,3.615116
1.17,80,3.644042
1.17,80,3.681133
0.39,80,3.710433
1.08,80,3.740693
1.2,80,3.768828
0.48,80,3.798686
0.55,80,3.828195
0.51,80,3.857355
1.22,80,3.88864
0.49,80,3.92128
1.1,80,3.952713
1.22,80,3.992029
0.51,80,4.024235
1.21,80,4.059613
0.55,80,4.102738
0.37,80,5.094292
0.53,80,5.135839
1.05,80,5.178933
0.59,80,5.218296
1.09,80,5.258488
1.15,80,5.296034
1.17,80,5.338769
1.27,80,5.38855
1.19,80,5.424264
1.15,80,5.467647
1.16,80,5.51002
1.16,80,5.55291
1.11,80,5.585208
0.6,80,5.619732
1.07,80,5.662422
0.54,80,5.715691
0.52,80,5.754412
0.53,80,5.80193
1.14,80,5.846344
1.12,80,5.889249
1.13,80,5.932715
1.03,80,5.975523
1.13,80,6.01963
1.06,80,6.065485
1.13,80,6.121688
1.16,80,6.166156
1.2,80,7.381156
1.16,80,7.424796
1.09,80,7.463775
1.12,80,7.500584
1.17,80,7.535819
0.52,80,7.569793
1.14,80,7.602109
1.05,80,7.635525
1.17,80,7.674492
1.2,80,7.706372
1.14,80,7.748122
1.23,80,7.786484
1.17,80,7.828673
1.17,80,7.861204
1.13,80,7.900862
1.11,80,7.935137
1.17,80,7.970057
1.22,80,8.001835
0.63,80,8.035096
1.15,80,8.071271
1.17,80,8.111795
0.38,80,8.148804
1.06,80,8.186709
1.13,80,8.237013
1.07,80,8.27194
1.22,80,8.311466
1.09,80,9.101952
1.26,80,9.132587
1.22,80,9.16425
1.01,80,9.194215
1.08,80,9.224101
0.62,80,9.256174
1.15,80,9.28865
1.03,80,9.319895
1.21,80,9.350253
1.07,80,9.390848
1.2,80,9.422049
1.17,80,9.453507
1.13,80,9.483624
1.14,80,9.515509
1.18,80,9.546921
1.1,80,9.576961
1.17,80,9.609093
1.28,80,9.640844
1.12,80,9.672802
1.14,80,9.702935
1.12,80,9.73467
1.13,80,9.766887
0.52,80,9.805465
1.23,80,9.837217
0.95,80,9.872615
1.14,80,10.664432
1.11,80,10.695355
1.14,80,10.726112
1.2,80,10.756725
1.04,80,10.787805
1.08,80,10.820805
1.05,80,10.850796
1.12,80,10.884817
1.02,80,10.917386
1.06,80,10.956826
1.09,80,10.987345
1.02,80,11.018059
1.2,80,11.047813
1.0,80,11.078613
1.12,80,11.116851
1.05,80,11.147499
1.0,80,11.180423
0.99,80,11.210101
1.12,80,11.241623
1.22,80,11.272157
1.2,80,11.305747
1.11,80,11.33629
1.14,80,11.373528
1.13,80,11.406572
1.19,80,11.437517
1.0,80,11.468599
1.14,80,12.227195
1.22,80,12.257673
1.18,80,12.288289
1.17,80,12.318756
1.26,80,12.348901
1.13,80,12.37836
1.15,80,12.409767
1.14,80,12.440257
1.13,80,12.478389
