#{"t_start": 1693260680.0630383, "env_id": "GridRoadEnv-v0"}
r,l,t
1.06,33,0.017537
0.55,33,0.031024
1.23,33,0.045044
0.52,33,0.057238
1.14,33,0.070446
0.4,33,0.082892
0.55,33,0.096061
0.55,33,0.110669
0.43,33,0.122983
0.53,33,0.135668
0.45,33,0.149037
1.75,33,0.162371
1.12,33,0.175266
0.47,33,0.188479
1.12,33,0.202072
1.11,33,0.214694
0.49,33,0.228884
0.51,33,0.242078
1.11,33,0.255287
1.14,33,0.267816
0.43,33,0.280582
1.16,33,0.293747
0.58,33,0.307011
0.56,33,0.320076
0.31,33,0.332427
0.51,33,0.345158
1.07,33,0.358603
1.13,33,0.371684
1.17,33,0.384129
0.5,33,0.396384
0.99,33,0.429916
0.52,33,0.443341
1.82,33,0.465766
1.17,33,0.485978
1.19,33,0.498569
0.62,33,0.511671
0.54,33,0.524607
0.63,33,0.537455
0.52,33,0.550224
0.53,33,0.562974
1.13,33,0.575603
0.48,33,0.58926
0.4,33,0.602229
1.81,33,0.615056
1.17,33,0.626904
0.4,33,0.640076
0.5,33,0.652584
0.5,33,0.665496
1.11,33,0.677941
0.45,33,0.690712
0.54,33,0.704082
0.55,33,0.716824
0.46,33,0.72957
0.98,33,0.741942
1.77,33,0.754894
1.17,33,0.767528
1.05,33,0.78049
0.52,33,0.792901
1.16,33,0.806124
0.57,33,0.819045
0.49,33,0.839134
1.16,33,0.851941
1.1,33,1.484351
0.5,33,1.497909
1.2,33,1.513436
1.19,33,1.528214
0.58,33,1.543941
1.18,33,1.557658
0.41,33,1.56951
1.17,33,1.582754
0.94,33,1.595922
0.57,33,1.60959
0.52,33,1.62167
1.2,33,1.635087
1.14,33,1.649616
0.52,33,1.663298
0.42,33,1.676022
1.2,33,1.689797
0.58,33,1.703427
0.58,33,1.717752
1.83,33,1.731726
1.04,33,1.745872
0.55,33,1.759362
1.12,33,1.772429
0.44,33,1.785588
0.42,33,1.799169
0.55,33,1.814338
1.1,33,1.826993
0.51,33,1.839659
0.45,33,1.854563
1.17,33,1.874356
1.19,33,1.88804
1.11,33,1.901066
1.15,33,1.914477
1.16,33,1.926736
1.19,33,1.941133
1.19,33,1.958405
0.57,33,1.971781
0.51,33,1.985678
1.18,33,1.999533
1.2,33,2.013536
1.06,33,2.025911
1.11,33,2.039874
0.42,33,2.053735
0.51,33,2.067687
0.54,33,2.084166
1.09,33,2.098634
0.4,33,2.113569
1.06,33,2.128045
0.46,33,2.143027
1.07,33,2.157837
0.49,33,2.171783
1.09,33,2.186023
1.13,33,2.199062
0.55,33,2.211769
0.58,33,2.224942
0.51,33,2.238126
1.21,33,2.25177
0.55,33,2.264422
0.43,33,2.278009
0.42,33,2.291227
0.37,33,2.311717
1.12,33,2.324933
1.14,33,2.338501
0.54,33,3.067371
1.84,33,3.081553
0.57,33,3.094967
0.62,33,3.108866
0.55,33,3.123318
0.54,33,3.136917
1.07,33,3.150325
1.08,33,3.163679
0.4,33,3.177648
1.13,33,3.192432
1.13,33,3.206562
1.12,33,3.220002
0.35,33,3.232907
0.49,33,3.246427
1.84,33,3.260076
1.06,33,3.274112
1.08,33,3.287546
1.75,33,3.301
0.57,33,3.314086
1.19,33,3.328074
1.15,33,3.341843
0.5,33,3.355168
1.07,33,3.368308
1.06,33,3.38076
0.42,33,3.39493
1.1,33,3.410879
1.17,33,3.42907
0.48,33,3.458812
0.54,33,3.477345
0.54,33,3.499316
1.13,33,3.514796
1.1,33,3.528283
0.58,33,3.541657
1.81,33,3.555534
0.54,33,3.569332
1.01,33,3.582993
0.52,33,3.595968
1.11,33,3.610082
0.44,33,3.623518
0.52,33,3.637099
1.18,33,3.651178
0.48,33,3.663984
0.39,33,3.678201
1.16,33,3.692063
1.21,33,3.705513
1.19,33,3.719741
0.5,33,3.733222
0.35,33,3.74834
1.09,33,3.762293
1.18,33,3.778232
1.83,33,3.793206
0.5,33,3.808896
1.72,33,3.823312
1.17,33,3.837932
0.87,33,3.854001
1.18,33,3.869189
1.76,33,3.882718
1.08,33,3.906253
1.81,33,3.923337
1.18,33,3.939332
0.44,33,3.953073
0.43,33,3.96816
1.21,33,4.682046
1.1,33,4.696018
1.17,33,4.708568
1.17,33,4.722079
1.1,33,4.735884
1.12,33,4.748953
0.6,33,4.762176
1.13,33,4.775037
1.15,33,4.789116
1.85,33,4.802604
1.09,33,4.816206
1.2,33,4.828967
0.54,33,4.84222
1.72,33,4.856019
1.22,33,4.869753
0.51,33,4.882745
0.59,33,4.895106
0.48,33,4.909648
0.57,33,4.924945
1.18,33,4.939585
1.1,33,4.954617
0.54,33,4.968983
1.14,33,4.982641
1.12,33,4.99718
0.55,33,5.012775
0.52,33,5.026081
1.16,33,5.046564
1.24,33,5.063467
1.16,33,5.077957
1.17,33,5.091895
0.54,33,5.105651
1.13,33,5.118803
1.8,33,5.130943
1.16,33,5.144971
1.79,33,5.158429
1.12,33,5.172118
0.5,33,5.186932
1.15,33,5.20412
1.1,33,5.21607
1.76,33,5.229165
1.21,33,5.242584
1.1,33,5.255432
1.14,33,5.268438
1.03,33,5.280772
1.12,33,5.294813
1.24,33,5.307765
0.59,33,5.320568
1.25,33,5.332651
1.79,33,5.345541
1.07,33,5.359093
1.11,33,5.372096
1.15,33,5.384746
1.1,33,5.397323
1.16,33,5.4106
1.15,33,5.423634
1.12,33,5.436862
0.99,33,5.459601
0.51,33,5.482388
1.13,33,5.499377
1.69,33,5.512672
0.93,33,5.526392
1.23,33,5.539106
1.24,33,6.100107
1.71,33,6.112523
0.6,33,6.125818
1.76,33,6.139107
0.37,33,6.15286
1.78,33,6.166006
1.72,33,6.179723
1.81,33,6.193291
1.08,33,6.20679
1.2,33,6.221078
0.43,33,6.234245
1.79,33,6.246501
0.49,33,6.25989
1.15,33,6.273118
1.18,33,6.286462
4.11,23,6.294892
1.16,33,6.307912
1.11,33,6.322695
1.12,33,6.335443
1.1,33,6.348947
0.56,33,6.364381
1.78,33,6.378565
1.85,33,6.391732
1.15,33,6.405227
0.63,33,6.418147
1.14,33,6.440039
1.19,33,6.455013
1.19,33,6.486191
1.2,33,6.499295
1.18,33,6.514958
1.75,33,6.527942
0.52,33,6.541597
1.17,33,6.555104
1.12,33,6.568756
0.49,33,6.582399
1.81,33,6.59472
1.13,33,6.60887
1.14,33,6.622998
1.13,33,6.636415
1.15,33,6.649854
0.9,33,6.661999
0.63,33,6.675494
1.85,33,6.689541
1.11,33,6.703538
1.07,33,6.716396
1.1,33,6.728888
1.79,33,6.741835
0.99,33,6.754939
1.83,33,6.768146
1.75,33,6.780044
1.0,33,6.792953
1.18,33,6.806787
1.09,33,6.820197
1.78,33,6.832514
1.16,33,6.845231
1.7,33,6.864893
1.09,33,6.877778
1.15,33,6.890893
1.87,33,6.90404
1.18,33,6.916669
1.14,33,6.929976
1.16,33,6.943553
1.21,33,7.590747
1.08,33,7.604674
1.1,33,7.618538
1.16,33,7.632831
1.03,33,7.645659
1.78,33,7.658647
1.06,33,7.673654
1.07,33,7.687803
1.13,33,7.702659
0.31,33,7.716814
1.17,33,7.729996
1.11,33,7.742893
1.2,33,7.756459
1.1,33,7.769579
1.02,33,7.784161
1.2,33,7.796455
1.11,33,7.809804
1.19,33,7.823227
1.82,33,7.836608
0.55,33,7.849843
1.14,33,7.863358
1.06,33,7.877469
1.2,33,7.891119
1.8,33,7.91141
1.79,33,7.925853
1.81,33,7.939946
1.13,33,7.953651
1.18,33,7.966065
1.1,33,7.979211
1.17,33,7.992756
1.26,33,8.006716
1.74,33,8.019995
1.16,33,8.032134
1.26,33,8.045951
1.18,33,8.059922
1.16,33,8.073125
1.19,33,8.086102
1.03,33,8.098291
1.17,33,8.111879
1.11,33,8.125702
0.59,33,8.139339
1.17,33,8.152665
1.77,33,8.164547
1.17,33,8.179264
1.81,33,8.192213
1.07,33,8.204852
1.09,33,8.217665
1.03,33,8.229544
1.17,33,8.242425
1.75,33,8.255947
1.12,33,8.269013
1.18,33,8.280995
1.17,33,8.294198
1.22,33,8.313539
1.21,33,8.327096
1.16,33,8.339688
1.18,33,8.352495
1.11,33,8.364843
1.18,33,8.378004
1.14,33,8.390956
0.49,33,8.40417
1.19,33,8.417076
1.15,33,9.001175
1.14,33,9.015139
1.79,33,9.02769
1.2,33,9.040548
1.17,33,9.053813
1.85,33,9.067196
1.16,33,9.08039
1.09,33,9.092628
1.1,33,9.105916
1.19,33,9.11893
1.09,33,9.132106
1.2,33,9.144064
1.02,33,9.156602
1.05,33,9.169901
1.15,33,9.183317
1.76,33,9.195304
1.78,33,9.207958
1.07,33,9.220872
1.25,33,9.233652
1.8,33,9.245944
1.12,33,9.259915
1.13,33,9.274183
1.19,33,9.291483
1.74,33,9.304667
1.12,33,9.317185
1.13,33,9.329672
1.14,33,9.342814
1.12,33,9.355982
1.79,33,9.369143
1.76,33,9.3807
1.13,33,9.394059
1.15,33,9.406717
1.75,33,9.419482
1.16,33,9.432326
1.24,33,9.445512
1.76,33,9.463178
1.77,33,9.489579
1.84,33,9.502715
1.09,33,9.514395
1.13,33,9.527273
1.16,33,9.541342
1.76,33,9.554319
1.2,33,9.567229
1.77,33,9.579035
1.73,33,9.593016
1.16,33,9.606457
1.76,33,9.619827
1.18,33,9.632033
1.14,33,9.64464
1.03,33,9.657784
1.04,33,9.67145
1.14,33,9.684473
1.78,33,9.704441
1.18,33,9.717957
1.16,33,9.730011
1.16,33,9.743443
1.21,33,9.756786
1.09,33,9.770206
1.82,33,9.782548
1.83,33,9.795255
1.2,33,9.808229
1.15,33,9.821186
1.81,33,10.384553
1.09,33,10.39852
1.73,33,10.411284
1.17,33,10.42478
1.71,33,10.438178
1.72,33,10.450569
1.07,33,10.470944
1.81,33,10.495712
1.06,33,10.508091
1.0,33,10.521477
1.84,33,10.53454
1.03,33,10.547004
1.12,33,10.559323
1.21,33,10.573091
1.19,33,10.586059
1.2,33,10.599056
1.79,33,10.6113
1.2,33,10.624327
1.76,33,10.637902
1.09,33,10.650849
1.72,33,10.671582
0.84,33,10.684318
1.72,33,10.697141
0.95,33,10.709355
1.81,33,10.722471
1.22,33,10.735601
1.15,33,10.7489
1.09,33,10.760677
1.14,33,10.778111
1.22,33,10.795684
1.12,33,10.813938
1.8,33,10.829969
1.11,33,10.847919
1.02,33,10.860635
1.18,33,10.873434
1.71,33,10.885596
1.19,33,10.898593
1.77,33,10.91177
1.06,33,10.92513
1.05,33,10.936964
1.16,33,10.950406
1.75,33,10.963943
1.15,33,10.977387
1.17,33,10.990731
1.09,33,11.002695
1.14,33,11.015891
1.21,33,11.029276
1.16,33,11.042115
1.05,33,11.05385
1.75,33,11.067039
1.78,33,11.079824
1.13,33,11.101319
1.04,33,11.112959
1.7,33,11.126045
1.83,33,11.139478
1.17,33,11.152886
1.23,33,11.164783
1.15,33,11.178729
1.13,33,11.191919
1.7,33,11.205214
1.82,33,11.218373
1.02,33,11.229977
1.76,33,11.815609
1.1,33,11.828631
1.8,33,11.842335
1.0,33,11.855744
4.01,13,11.860723
1.71,33,11.873957
1.14,33,11.886292
1.1,33,11.898966
1.72,33,11.911532
1.0,33,11.925466
1.13,33,11.938251
1.13,33,11.9519
1.7,33,11.964147
1.16,33,11.976684
1.14,33,11.990195
1.17,33,12.003381
1.17,33,12.016421
1.76,33,12.028579
1.8,33,12.04185
1.23,33,12.055179
1.13,33,12.075402
1.8,33,12.088235
1.12,33,12.101138
1.12,33,12.113288
1.74,33,12.126288
1.19,33,12.13934
1.76,33,12.152433
1.78,33,12.164826
1.08,33,12.178358
1.21,33,12.19128
1.76,33,12.204574
1.1,33,12.217628
1.75,33,12.229804
1.21,33,12.243659
1.74,33,12.256814
1.78,33,12.269952
1.74,33,12.28249
1.11,33,12.294999
1.18,33,12.308454
1.19,33,12.321636
1.86,33,12.335111
1.73,33,12.347202
1.24,33,12.360276
1.03,33,12.373162
1.82,33,12.386213
1.12,33,12.39824
1.1,33,12.411733
1.8,33,12.425403
1.16,33,12.438806
1.86,33,12.452013
1.71,33,12.488029
1.7,33,12.501087
1.8,33,12.513738
1.72,33,12.52674
1.79,33,12.539827
1.67,33,12.553121
1.16,33,12.56694
1.12,33,12.579866
1.18,33,12.592034
1.13,33,12.605162
1.76,33,12.618115
1.18,33,12.631286
1.7,33,12.643656
1.18,33,13.203307
1.84,33,13.217162
1.18,33,13.230016
4.27,31,13.242345
1.17,33,13.255163
1.77,33,13.267545
1.9,33,13.280265
1.7,33,13.293052
1.11,33,13.306009
1.12,33,13.319168
1.1,33,13.33318
1.15,33,13.346418
1.23,33,13.358815
1.18,33,13.372724
1.18,33,13.386094
1.91,33,13.399571
1.68,33,13.412946
0.96,33,13.434616
1.14,33,13.447608
4.23,27,13.45926
1.12,33,13.484965
1.12,33,13.503369
1.24,33,13.516866
1.01,33,13.530013
1.7,33,13.544564
1.16,33,13.557688
1.13,33,13.569997
1.15,33,13.583233
1.19,33,13.596846
1.14,33,13.611295
1.18,33,13.624778
1.82,33,13.638156
1.12,33,13.651905
1.73,33,13.665443
1.15,33,13.679537
1.79,33,13.69343
1.08,33,13.706786
1.74,33,13.718899
1.66,33,13.732131
1.71,33,13.744817
1.13,33,13.758354
1.79,33,13.770776
1.18,33,13.783836
1.69,33,13.795747
1.84,33,13.809633
1.82,33,13.821606
1.2,33,13.835179
1.13,33,13.847928
1.79,33,13.867872
1.13,33,13.881557
1.83,33,13.894631
1.18,33,13.906997
1.79,33,13.920099
1.78,33,13.934281
1.21,33,13.9512
1.16,33,13.96503
1.18,33,13.978791
1.25,33,13.991456
1.74,33,14.005155
1.17,33,14.018206
1.81,33,14.031562
1.83,33,14.045118
1.78,33,14.632467
1.71,33,14.646224
1.08,33,14.659089
1.11,33,14.672931
1.69,33,14.685958
1.73,33,14.699134
1.78,33,14.712644
1.82,33,14.726494
1.81,33,14.738589
1.26,33,14.752158
1.12,33,14.765719
1.8,33,14.77941
4.26,27,14.789986
1.14,33,14.803121
1.09,33,14.816315
4.15,25,14.826324
1.07,33,14.846297
1.21,33,14.860284
1.17,33,14.872592
1.14,33,14.886209
1.17,33,14.899542
1.03,33,14.913307
1.68,33,14.926942
1.17,33,14.939925
1.2,33,14.953177
1.73,33,14.965326
1.66,33,14.97827
4.27,27,14.989768
1.11,33,15.003094
1.77,33,15.015388
0.96,33,15.02815
1.8,33,15.041502
4.22,29,15.053149
1.11,33,15.065557
1.75,33,15.07943
1.82,33,15.093533
1.05,33,15.10693
1.72,33,15.119815
1.86,33,15.133054
1.81,33,15.146002
1.04,33,15.159066
1.22,33,15.172992
1.7,33,15.187019
1.11,33,15.201325
4.19,31,15.213926
1.2,33,15.228008
1.81,33,15.241292
1.79,33,15.26145
1.84,33,15.274534
1.08,33,15.289927
1.77,33,15.30394
1.15,33,15.319202
1.23,33,15.331038
0.95,33,15.343801
4.09,19,15.351752
1.79,33,15.365245
1.18,33,15.378191
1.78,33,15.391751
1.13,33,15.405259
1.81,33,15.418945
1.86,33,15.431491
1.72,33,15.444413
1.15,33,15.457398
1.1,33,15.477652
0.99,33,16.047144
4.26,29,16.059748
1.06,33,16.072714
1.72,33,16.085683
1.82,33,16.097431
1.81,33,16.11048
1.12,33,16.123466
1.75,33,16.136147
1.12,33,16.148691
1.15,33,16.162039
1.72,33,16.175722
1.21,33,16.187962
0.49,33,16.201678
1.15,33,16.21517
1.78,33,16.235366
1.78,33,16.248599
1.0,33,16.260468
1.1,33,16.273608
1.8,33,16.287282
1.14,33,16.299733
1.2,33,16.313392
1.76,33,16.3259
1.83,33,16.33853
0.95,33,16.352034
1.77,33,16.365536
1.02,33,16.378952
1.17,33,16.392055
1.21,33,16.404985
4.17,29,16.416761
1.8,33,16.428804
1.16,33,16.442285
1.17,33,16.455316
1.72,33,16.47503
1.07,33,16.495851
1.02,33,16.5085
1.83,33,16.522303
1.05,33,16.535007
4.2,31,16.5479
1.83,33,16.56125
0.98,33,16.573674
1.0,33,16.586219
1.68,33,16.599134
1.05,33,16.61211
1.12,33,16.625588
1.16,33,16.646351
1.1,33,16.659503
1.18,33,16.673623
1.07,33,16.686794
1.16,33,16.700099
4.14,27,16.710608
1.14,33,16.72332
1.16,33,16.736492
1.15,33,16.749323
1.85,33,16.761487
1.18,33,16.774688
1.7,33,16.788007
1.82,33,16.801567
1.13,33,16.815026
1.05,33,16.828632
1.15,33,16.841965
1.21,33,16.855475
1.75,33,16.86916
1.09,33,17.561376
1.07,33,17.575259
1.13,33,17.58973
1.79,33,17.601998
4.01,17,17.608917
1.73,33,17.623097
4.01,13,17.628315
1.8,33,17.642891
4.25,29,17.654667
1.22,33,17.666632
1.07,33,17.681139
1.82,33,17.694918
1.71,33,17.710277
1.11,33,17.728071
4.18,23,17.746099
1.14,33,17.763777
1.13,33,17.791406
1.08,33,17.810769
1.19,33,17.828303
4.09,27,17.843554
1.12,33,17.859657
1.7,33,17.874868
1.04,33,17.888098
4.01,13,17.896015
1.13,33,17.911466
4.12,21,17.921585
1.73,33,17.934877
1.72,33,17.947304
1.83,33,17.960435
1.77,33,17.974055
4.01,13,17.980653
1.07,33,17.996033
1.13,33,18.009215
1.7,33,18.021907
1.71,33,18.033778
1.74,33,18.046723
1.1,33,18.060024
1.17,33,18.07331
1.7,33,18.085915
1.2,33,18.097946
1.14,33,18.11112
1.75,33,18.123652
1.18,33,18.136112
1.79,33,18.149331
0.96,33,18.162401
1.12,33,18.17452
1.21,33,18.188283
1.01,33,18.210268
4.24,27,18.221037
1.13,33,18.23627
1.81,33,18.253415
1.78,33,18.271191
1.74,33,18.288239
4.16,23,18.300729
1.13,33,18.317058
4.12,25,18.330826
0.98,33,18.34764
4.21,25,18.361673
1.12,33,18.385566
1.08,33,18.406949
1.72,33,18.432289
4.09,21,18.446615
0.98,33,18.464395
0.54,33,18.481581
1.16,33,18.495587
1.19,33,18.511083
1.11,33,18.528476
4.22,31,19.223606
1.13,33,19.236445
1.13,33,19.251372
1.24,33,19.26736
1.79,33,19.282536
1.64,33,19.296392
1.03,33,19.311239
0.94,33,19.326286
0.98,33,19.33795
4.09,21,19.347145
1.65,33,19.359955
0.95,33,19.37207
1.06,33,19.410756
4.14,21,19.419909
4.09,17,19.427514
1.72,33,19.440401
4.06,15,19.446412
4.31,31,19.458898
4.01,13,19.46398
1.23,33,19.476588
1.85,33,19.490076
1.83,33,19.501913
4.11,21,19.511326
4.01,15,19.517176
1.1,33,19.530377
1.1,33,19.54343
1.74,33,19.556505
4.06,19,19.563794
1.76,33,19.576796
1.1,33,19.58959
1.12,33,19.602125
1.22,33,19.616073
1.12,33,19.629371
4.07,21,19.638842
1.09,33,19.650495
1.72,33,19.663466
0.98,33,19.676885
1.06,33,19.689721
1.21,33,19.702117
1.77,33,19.715655
4.15,29,19.727571
1.71,33,19.741396
4.06,15,19.747573
4.01,13,19.754895
1.07,33,19.771191
1.72,33,19.789011
0.96,33,19.806444
1.05,33,19.834433
0.98,33,19.850306
1.81,33,19.863243
4.01,11,19.87
1.81,33,19.882469
1.72,33,19.896049
1.11,33,19.910276
1.62,33,19.925251
0.6,33,19.938928
1.15,33,19.953208
1.1,33,19.966718
4.19,27,19.977662
1.07,33,19.991289
4.22,31,20.004028
1.18,33,20.016384
1.8,33,20.028609
0.49,33,20.041727
1.75,33,20.054714
1.71,33,20.068358
1.23,33,20.080178
1.66,33,20.093671
1.09,33,20.717098
1.73,33,20.73244
4.01,15,20.739032
4.01,13,20.7441
4.01,13,20.750278
1.16,33,20.761971
1.8,33,20.77433
1.16,33,20.787339
4.16,27,20.797911
1.1,33,20.811281
4.14,29,20.822478
4.18,29,20.834482
4.26,33,20.854108
4.07,17,20.861106
1.24,33,20.873262
1.19,33,20.886786
4.25,25,20.896541
1.18,33,20.911882
4.01,13,20.919855
4.01,11,20.925571
0.88,33,20.938983
1.19,33,20.953731
1.19,33,20.966738
1.87,33,20.979905
4.08,19,20.988386
4.07,21,20.997977
1.15,33,21.010447
1.19,33,21.023641
4.01,15,21.030742
1.63,33,21.044441
1.57,33,21.05981
4.01,13,21.067857
4.16,23,21.079149
1.68,33,21.092213
1.2,33,21.106115
4.27,29,21.118423
1.14,33,21.130451
1.72,33,21.143718
4.01,11,21.150261
1.17,33,21.162664
4.01,11,21.168952
1.16,33,21.182045
4.01,13,21.188508
1.78,33,21.202688
4.23,33,21.215496
1.67,33,21.228399
1.15,33,21.242611
1.63,33,21.256207
1.8,33,21.270409
1.15,33,21.290649
0.99,33,21.304601
4.06,17,21.311329
4.01,11,21.316309
1.06,33,21.329698
4.17,29,21.34356
4.22,29,21.355001
4.09,19,21.362674
1.17,33,21.378853
1.12,33,21.404267
1.78,33,21.420056
4.01,13,21.426435
4.12,25,21.436399
1.15,33,21.448402
1.13,33,21.461496
4.01,11,21.467062
1.16,33,21.480723
4.06,15,21.486769
1.02,33,21.499873
4.09,17,21.506317
4.01,13,21.512046
4.1,19,21.520013
4.04,15,21.525666
4.06,17,21.533198
4.09,29,21.543805
4.03,15,21.549521
1.06,33,21.561139
4.01,15,21.566802
1.01,33,21.578274
1.11,33,22.160028
4.12,23,22.170567
4.19,29,22.182016
1.71,33,22.195536
4.01,31,22.208444
0.99,33,22.221874
1.62,33,22.236522
1.63,33,22.250584
1.69,33,22.263436
4.21,29,22.284855
4.01,17,22.291632
1.72,33,22.306292
4.15,33,22.320581
4.15,25,22.330476
4.1,27,22.342015
4.1,17,22.349707
1.07,33,22.362373
1.05,33,22.3765
4.04,15,22.389846
0.97,33,22.414001
1.1,33,22.429707
4.09,17,22.437845
1.01,33,22.452297
1.08,33,22.466663
4.06,17,22.474264
4.17,31,22.488275
4.07,25,22.499364
1.17,33,22.512415
4.26,29,22.524623
4.08,15,22.532151
4.09,21,22.540885
4.01,15,22.547588
0.97,33,22.560577
4.01,11,22.565562
1.13,33,22.580161
1.03,33,22.594176
1.78,33,22.609196
4.32,33,22.624277
4.12,23,22.635782
4.01,11,22.640936
0.98,33,22.653839
4.01,17,22.662166
4.1,23,22.67266
1.02,33,22.686496
4.09,15,22.694222
1.64,33,22.707143
1.12,33,22.724859
4.01,13,22.735589
4.16,33,22.761058
4.19,31,22.77525
4.09,17,22.782332
0.99,33,22.796465
1.09,33,22.810952
1.19,33,22.825296
4.01,15,22.831993
1.14,33,22.846938
4.01,11,22.851985
4.01,11,22.858447
1.16,33,22.872233
4.01,21,22.881973
1.72,33,22.896682
4.01,11,22.901568
1.83,33,22.917387
4.01,11,22.923967
4.08,23,22.934309
4.15,23,22.943578
4.35,31,22.957775
0.85,33,22.976635
1.21,33,22.999156
4.01,13,23.009086
4.01,17,23.021534
4.01,17,23.034381
0.93,33,23.054366
4.01,13,23.061318
1.74,33,23.083202
4.16,29,23.104338
4.01,11,23.113586
4.01,11,23.121972
1.61,33,23.137141
4.16,31,23.151779
4.08,19,24.08148
4.01,15,24.089224
4.01,11,24.095426
0.96,33,24.109679
1.12,33,24.125168
4.01,11,24.130507
1.79,33,24.14664
4.01,11,24.151838
0.99,33,24.16858
1.17,33,24.187524
4.01,15,24.203267
