#{"t_start": 1693152020.7317088, "env_id": "GridRoadEnv-v0"}
r,l,t
0.44,33,0.018486
0.51,33,0.032554
0.56,33,0.046652
1.84,33,0.058826
1.22,33,0.073716
0.4,33,0.088609
0.55,33,0.103294
0.71,33,0.117621
0.65,33,0.132139
0.7,33,0.146005
0.49,33,0.160704
1.22,33,0.177225
1.27,33,0.19472
0.62,33,0.211761
0.54,33,0.228837
1.22,33,0.244045
0.29,33,0.261116
1.16,33,0.273721
0.46,33,0.288784
0.47,33,0.303882
0.6,33,0.317336
1.25,33,0.330948
1.25,33,0.344689
0.55,33,0.359198
0.63,33,0.373686
0.49,33,0.388495
1.28,33,0.403355
1.29,33,0.416861
0.61,33,0.429638
0.68,33,0.443055
0.5,33,0.481563
0.56,33,0.496672
0.56,33,0.513616
1.23,33,0.530839
1.18,33,0.546312
1.12,33,0.561284
0.57,33,0.575713
1.25,33,0.589492
0.58,33,0.604491
0.65,33,0.618582
0.5,33,0.632361
0.6,33,0.646211
0.51,33,0.660707
0.7,33,0.677992
0.7,33,0.694633
0.61,33,0.707992
0.61,33,0.721656
0.63,33,0.735416
1.81,33,0.749021
1.29,33,0.761887
1.17,33,0.776297
1.26,33,0.790373
1.29,33,0.807533
0.69,33,0.824047
1.23,33,0.837651
1.32,33,0.851653
1.24,33,0.86539
1.2,33,0.879572
1.26,33,0.892467
0.66,33,0.90582
0.63,33,0.926418
0.54,33,0.940414
0.53,33,1.546745
1.2,33,1.561556
0.7,33,1.574948
1.24,33,1.58854
0.65,33,1.603969
1.31,33,1.621423
1.22,33,1.636927
1.11,33,1.652185
0.67,33,1.668039
0.49,33,1.683978
0.95,33,1.698251
0.62,33,1.714281
0.57,33,1.728812
0.66,33,1.744622
0.55,33,1.758472
0.44,33,1.772058
1.15,33,1.788257
1.19,33,1.801778
1.19,33,1.818126
0.64,33,1.833241
1.12,33,1.848852
1.27,33,1.863788
1.24,33,1.879065
0.58,33,1.894088
1.27,33,1.908783
1.27,33,1.922275
1.16,33,1.935742
0.67,33,1.949298
1.15,33,1.971075
0.46,33,1.984924
0.53,33,1.998755
1.13,33,2.012734
0.54,33,2.02601
0.59,33,2.040813
1.3,33,2.054332
1.24,33,2.068044
1.91,33,2.082113
1.3,33,2.096131
1.13,33,2.111366
0.53,33,2.126226
1.89,33,2.140045
0.38,33,2.154301
1.23,33,2.169332
1.1,33,2.182707
1.16,33,2.196844
1.28,33,2.210149
1.22,33,2.223368
1.25,33,2.236751
0.6,33,2.251598
0.62,33,2.265153
1.16,33,2.279333
0.71,33,2.292846
0.5,33,2.306927
0.66,33,2.321889
1.28,33,2.336487
1.11,33,2.349769
1.32,33,2.363929
0.45,33,2.377724
1.32,33,2.391943
1.13,33,2.413691
1.16,33,2.429772
1.13,33,2.444659
1.25,33,3.282705
1.81,33,3.312717
1.83,33,3.340826
1.2,33,3.372643
1.24,33,3.393602
0.58,33,3.417783
0.64,33,3.443848
1.15,33,3.467965
1.25,33,3.490124
0.6,33,3.507363
0.64,33,3.523986
1.28,33,3.540123
1.24,33,3.555058
1.23,33,3.571112
1.16,33,3.585587
1.26,33,3.599631
1.24,33,3.612973
1.26,33,3.627954
0.62,33,3.642679
1.23,33,3.655855
1.2,33,3.669567
1.3,33,3.682867
1.25,33,3.696613
1.32,33,3.711639
1.25,33,3.726659
1.24,33,3.742145
1.19,33,3.755882
1.17,33,3.777693
1.27,33,3.791917
1.33,33,3.807941
0.61,33,3.823545
0.59,33,3.837919
1.26,33,3.858396
0.55,33,3.881261
1.34,33,3.903842
0.6,33,3.927222
1.31,33,3.954424
1.24,33,3.980525
0.57,33,4.002439
1.9,33,4.020195
1.26,33,4.043454
0.6,33,4.066094
1.83,33,4.085694
1.18,33,4.103506
1.87,33,4.119945
0.52,33,4.13358
0.62,33,4.146734
1.18,33,4.161684
1.29,33,4.17715
1.22,33,4.190836
1.22,33,4.205448
1.29,33,4.219643
0.59,33,4.233562
1.23,33,4.247983
0.61,33,4.262685
1.19,33,4.277504
0.38,33,4.29174
0.5,33,4.318775
1.91,33,4.336433
1.18,33,4.354508
1.29,33,4.372507
0.67,33,4.391001
1.16,33,5.139298
1.33,33,5.153679
1.3,33,5.169812
1.2,33,5.186292
1.28,33,5.205024
1.31,33,5.221582
1.24,33,5.236917
1.2,33,5.252192
1.15,33,5.267113
1.18,33,5.282595
1.32,33,5.297206
1.12,33,5.311625
0.6,33,5.325079
0.62,33,5.337929
0.6,33,5.352906
1.27,33,5.36691
1.19,33,5.382512
1.27,33,5.398548
