#{"t_start": 1693156638.1533947, "env_id": "GridRoadEnv-v0"}
r,l,t
1.4,33,0.028464
1.3,33,0.048835
0.57,33,0.065468
0.63,33,0.082839
0.65,33,0.09965
1.17,33,0.116799
1.26,33,0.136114
0.55,33,0.151916
1.29,33,0.17144
0.59,33,0.186861
0.66,33,0.205055
0.62,33,0.219857
1.2,33,0.23602
0.38,33,0.254234
0.63,33,0.271625
0.41,33,0.288582
0.3,33,0.305665
0.57,33,0.322571
0.59,33,0.340092
1.11,33,0.357349
1.08,33,0.374444
0.47,33,0.389874
1.83,33,0.406358
1.06,33,0.424452
1.3,33,0.439294
0.46,33,0.458806
1.04,33,0.476594
0.44,33,0.494503
0.23,33,0.51285
1.37,33,0.532701
0.48,33,0.576137
1.32,33,0.593926
0.69,33,0.609596
1.81,33,0.630164
1.29,33,0.647901
0.61,33,0.667758
1.29,33,0.685474
0.59,33,0.701843
0.7,33,0.717957
0.63,33,0.733223
0.5,33,0.750835
0.66,33,0.768465
1.4,33,0.787011
0.59,33,0.80376
0.6,33,0.818202
1.02,33,0.837402
0.56,33,0.854713
0.34,33,0.87372
0.64,33,0.889105
1.62,33,0.905036
0.56,33,0.922823
0.84,33,0.939362
1.14,33,0.958514
0.59,33,0.974601
0.55,33,0.990612
0.31,33,1.007966
1.36,33,1.024896
1.15,33,1.042337
0.52,33,1.057918
0.71,33,1.076435
0.64,33,1.097632
1.12,33,1.115523
1.1,33,1.866726
1.23,33,1.884741
1.24,33,1.899186
1.33,33,1.919417
0.38,33,1.93586
1.53,33,1.953809
1.34,33,1.973363
0.94,33,1.992079
0.71,33,2.010273
1.41,33,2.024867
1.24,33,2.042836
1.18,33,2.059334
0.51,33,2.076215
1.31,33,2.093987
0.61,33,2.114993
0.64,33,2.133496
0.31,33,2.150822
1.23,33,2.169372
0.46,33,2.185219
0.67,33,2.205273
0.48,33,2.221258
1.13,33,2.238808
0.51,33,2.254446
0.48,33,2.269691
0.54,33,2.287765
0.54,33,2.304585
1.3,33,2.322082
1.18,33,2.339005
0.6,33,2.363945
0.69,33,2.379368
0.75,33,2.395101
0.61,33,2.412984
1.19,33,2.429745
1.24,33,2.447074
0.83,33,2.46348
0.56,33,2.479527
1.0,33,2.495884
0.46,33,2.514036
1.12,33,2.532143
1.06,33,2.550023
0.46,33,2.565363
1.24,33,2.58325
0.52,33,2.600051
1.14,33,2.617392
1.2,33,2.632051
0.58,33,2.648949
0.65,33,2.665735
1.28,33,2.682812
0.64,33,2.70044
1.2,33,2.717545
0.71,33,2.735852
0.78,33,2.756738
1.22,33,2.772289
1.62,33,2.791608
0.69,33,2.807922
1.22,33,2.825215
1.24,33,2.842889
0.57,33,2.858328
0.41,33,2.876308
0.79,33,2.899885
1.12,33,2.917178
0.76,33,2.934207
1.27,33,3.692111
1.1,33,3.709783
1.4,33,3.725608
1.23,33,3.742975
1.45,33,3.762933
1.73,33,3.780559
