#{"t_start": 1693565007.1950927, "env_id": "GridRoadEnv-v0"}
r,l,t
0.43,33,0.018567
0.42,33,0.03466
0.96,33,0.052182
0.37,33,0.068412
0.9,33,0.085328
0.95,33,0.10154
0.28,33,0.115554
1.12,33,0.132622
1.14,33,0.147715
0.51,33,0.162843
0.3,33,0.180204
0.49,33,0.19619
0.23,33,0.2112
1.14,33,0.226742
1.0,33,0.242099
0.42,33,0.257246
1.01,33,0.272662
0.4,33,0.287946
0.99,33,0.303813
1.23,33,0.319705
0.45,33,0.336032
0.98,33,0.351869
1.02,33,0.368522
0.31,33,0.385382
0.51,33,0.400845
1.07,33,0.417981
0.4,33,0.434884
0.43,33,0.450778
0.22,33,0.467111
0.38,33,0.482969
0.42,33,0.526278
0.3,33,0.542083
0.42,33,0.558808
1.01,33,0.577787
0.43,33,0.597051
0.31,33,0.614629
0.99,33,0.631086
0.97,33,0.648153
1.02,33,0.663533
0.46,33,0.679039
0.49,33,0.696203
0.3,33,0.711538
0.43,33,0.726979
0.45,33,0.743871
0.31,33,0.763488
0.46,33,0.78051
0.87,33,0.796414
0.43,33,0.813517
1.02,33,0.830382
1.19,33,0.848575
0.91,33,0.866817
0.41,33,0.88809
1.03,33,0.908968
0.18,33,0.929927
0.92,33,0.951178
0.28,33,0.972441
1.31,33,0.989573
0.29,33,1.004385
1.19,33,1.020049
0.19,33,1.036482
0.9,33,1.05707
0.34,33,1.072468
0.39,33,1.740272
0.97,33,1.75765
1.08,33,1.774338
0.98,33,1.791445
1.07,33,1.807292
0.87,33,1.824162
0.36,33,1.840767
1.02,33,1.861511
0.57,33,1.878364
1.12,33,1.896187
0.41,33,1.913855
0.26,33,1.931417
1.28,33,1.946806
0.36,33,1.962481
0.46,33,1.980697
0.98,33,1.998211
0.28,33,2.013007
0.89,33,2.028034
1.78,33,2.043633
1.79,33,2.06011
1.03,33,2.078376
0.96,33,2.094887
0.48,33,2.109607
0.35,33,2.125133
1.04,33,2.140661
1.0,33,2.156562
1.03,33,2.174353
1.09,33,2.189277
1.09,33,2.218042
1.23,33,2.23391
1.04,33,2.251253
0.53,33,2.268721
0.36,33,2.284725
0.4,33,2.301655
0.42,33,2.317593
1.1,33,2.333669
1.13,33,2.349534
1.04,33,2.364826
0.32,33,2.380153
0.97,33,2.396646
0.4,33,2.414086
0.42,33,2.431587
0.3,33,2.448074
0.29,33,2.463489
0.44,33,2.478597
1.04,33,2.49538
0.28,33,2.514893
1.1,33,2.533021
1.24,33,2.548538
0.98,33,2.564152
0.98,33,2.579177
1.06,33,2.594835
0.4,33,2.610549
0.25,33,2.626522
0.98,33,2.64269
0.4,33,2.659431
1.13,33,2.674751
0.41,33,2.689667
1.12,33,2.705405
1.0,33,2.729625
0.96,33,2.746267
0.35,33,2.761895
1.22,33,3.415129
1.06,33,3.430383
1.07,33,3.445945
1.18,33,3.461596
0.88,33,3.476851
1.72,33,3.493715
1.08,33,3.511337
1.07,33,3.531276
1.0,33,3.552631
0.5,33,3.574152
1.06,33,3.595853
0.99,33,3.616453
0.41,33,3.632173
0.39,33,3.648453
1.13,33,3.665476
