#{"t_start": 1693566678.8502648, "env_id": "GridRoadEnv-v0"}
r,l,t
1.09,33,0.01857
1.08,33,0.032712
1.12,33,0.04765
0.52,33,0.064047
1.11,33,0.08002
0.52,33,0.095332
0.51,33,0.111586
1.06,33,0.127232
0.5,33,0.144144
0.3,33,0.159939
0.54,33,0.175359
1.07,33,0.190939
1.22,33,0.208659
0.47,33,0.225967
0.57,33,0.241724
0.41,33,0.256216
1.08,33,0.271497
0.3,33,0.287003
1.21,33,0.301608
0.49,33,0.318549
1.28,33,0.3342
0.4,33,0.34907
0.4,33,0.365903
0.48,33,0.38098
1.26,33,0.398121
1.13,33,0.413123
0.68,33,0.428497
0.44,33,0.445019
0.53,33,0.459817
1.27,33,0.477636
0.41,33,0.517018
0.61,33,0.532075
0.36,33,0.547567
0.44,33,0.562497
0.48,33,0.579383
1.08,33,0.59512
1.21,33,0.610109
1.26,33,0.62611
0.46,33,0.64249
1.0,33,0.656228
1.21,33,0.670996
1.16,33,0.685391
1.22,33,0.700681
0.3,33,0.716296
0.45,33,0.731601
0.43,33,0.747815
1.18,33,0.762694
1.2,33,0.777726
0.48,33,0.794597
1.08,33,0.810251
0.44,33,0.827365
0.57,33,0.845502
0.44,33,0.861373
0.33,33,0.878227
0.52,33,0.893732
1.08,33,0.909457
1.16,33,0.926483
0.55,33,0.942531
0.49,33,0.95649
0.4,33,0.971895
0.56,33,0.994264
0.42,33,1.010402
0.46,33,1.660311
1.04,33,1.675754
1.34,33,1.691453
1.29,33,1.708113
1.26,33,1.721965
0.41,33,1.739324
1.15,33,1.755425
1.95,33,1.77247
0.51,33,1.787571
0.42,33,1.801434
1.0,33,1.816769
0.53,33,1.833087
1.31,33,1.849358
1.13,33,1.865731
0.44,33,1.88179
0.37,33,1.896913
1.17,33,1.91231
0.65,33,1.927293
0.47,33,1.941825
1.16,33,1.955867
1.13,33,1.971949
1.23,33,1.987905
0.56,33,2.003042
0.55,33,2.019221
0.43,33,2.035256
0.45,33,2.051182
1.19,33,2.067261
1.07,33,2.082071
0.52,33,2.105667
1.29,33,2.122224
1.12,33,2.139363
0.57,33,2.155948
0.49,33,2.171209
1.16,33,2.187511
1.13,33,2.203923
1.03,33,2.220416
0.52,33,2.23601
1.15,33,2.251796
1.12,33,2.267851
0.5,33,2.283685
1.07,33,2.299138
0.56,33,2.314823
1.13,33,2.332038
1.16,33,2.34854
1.23,33,2.365433
1.09,33,2.381403
1.13,33,2.396557
1.04,33,2.412156
0.55,33,2.427647
1.17,33,2.442657
1.33,33,2.457859
1.12,33,2.47362
1.28,33,2.490687
1.3,33,2.514717
0.49,33,2.534767
0.45,33,2.562165
1.35,33,2.579162
1.16,33,2.594799
0.52,33,2.611476
1.29,33,2.635108
0.38,33,2.650687
1.23,33,2.66533
3.65,31,3.453701
1.12,33,3.468588
0.56,33,3.48465
1.01,33,3.503381
0.54,33,3.522168
1.13,33,3.539046
0.67,33,3.555616
1.22,33,3.570487
0.64,33,3.585182
1.12,33,3.600662
1.18,33,3.616467
1.21,33,3.631595
1.09,33,3.648426
1.16,33,3.663725
0.57,33,3.680276
1.26,33,3.696746
1.17,33,3.713534
0.52,33,3.72911
1.19,33,3.745007
0.51,33,3.760389
1.27,33,3.776025
1.26,33,3.793366
1.15,33,3.808771
1.24,33,3.823937
1.08,33,3.839927
1.18,33,3.854863
1.29,33,3.86996
1.24,33,3.894275
1.18,33,3.909337
1.1,33,3.926365
1.25,33,3.944419
0.41,33,3.96147
0.69,33,3.976807
1.01,33,3.991853
0.48,33,4.01027
1.16,33,4.036497
1.26,33,4.051781
0.53,33,4.07401
1.06,33,4.089396
1.03,33,4.104398
1.16,33,4.117541
1.1,33,4.133303
1.16,33,4.146127
1.7,33,4.166614
0.58,33,4.187094
1.05,33,4.207253
1.27,33,4.225633
1.02,33,4.24066
1.17,33,4.253629
1.21,33,4.269491
0.46,33,4.281929
1.12,33,4.298885
0.48,33,4.315783
1.2,33,4.332956
1.06,33,4.350266
1.27,33,4.367248
1.14,33,4.384606
1.09,33,4.407511
0.57,33,4.420514
1.76,33,4.434431
0.45,33,4.447127
1.23,33,4.459452
0.59,33,5.129393
1.1,33,5.142899
1.25,33,5.155705
0.5,33,5.169725
0.51,33,5.181906
1.08,33,5.193991
1.15,33,5.206301
1.09,33,5.218763
0.5,33,5.230863
1.14,33,5.242944
1.06,33,5.255108
0.61,33,5.267247
1.18,33,5.279474
0.41,33,5.291727
1.21,33,5.308139
1.2,33,5.320406
1.0,33,5.332544
0.95,33,5.344851
0.45,33,5.356891
1.08,33,5.369423
0.57,33,5.381711
1.07,33,5.393617
1.21,33,5.405789
1.14,33,5.417897
1.12,33,5.430195
1.07,33,5.442391
0.97,33,5.461093
0.48,33,5.474454
1.26,33,5.488028
1.09,33,5.500108
1.13,33,5.512236
1.21,33,5.524422
0.46,33,5.536497
1.39,33,5.54862
1.14,33,5.56069
1.11,33,5.572914
0.48,33,5.584993
1.06,33,5.597052
0.47,33,5.609206
0.53,33,5.621469
1.26,33,5.6341
0.34,33,5.646875
1.24,33,5.659049
0.41,33,5.671278
1.01,33,5.683426
0.39,33,5.695472
1.06,33,5.707614
1.15,33,5.722036
1.0,33,5.744087
1.1,33,5.769202
1.37,33,5.787845
0.52,33,5.803022
1.08,33,5.818243
1.15,33,5.833099
0.52,33,5.848209
0.5,33,5.862473
1.93,33,5.883157
1.25,33,5.898448
1.22,33,5.912697
0.54,33,5.929144
1.04,33,5.944922
1.13,33,5.961568
1.0,33,6.626858
0.58,33,6.643409
1.08,33,6.663037
1.09,33,6.683597
1.13,33,6.705302
1.18,33,6.728
1.24,33,6.749531
1.03,33,6.772246
1.21,33,6.788258
3.65,23,6.800102
1.07,33,6.815228
1.09,33,6.828912
