#{"t_start": 1693154835.5649247, "env_id": "GridRoadEnv-v0"}
r,l,t
0.48,33,0.018819
0.58,33,0.034815
0.88,33,0.04964
0.79,33,0.063661
0.57,33,0.079304
1.27,33,0.094497
0.44,33,0.109765
0.57,33,0.125895
0.73,33,0.139767
1.08,33,0.153906
0.86,33,0.167874
0.59,33,0.182242
0.71,33,0.196464
1.23,33,0.211424
0.5,33,0.226493
1.43,33,0.240859
0.46,33,0.255138
1.2,33,0.269579
1.15,33,0.284345
1.13,33,0.298717
0.65,33,0.311843
0.98,33,0.32539
0.73,33,0.339833
0.64,33,0.354268
0.59,33,0.36868
0.31,33,0.382598
1.13,33,0.395971
0.56,33,0.408932
1.27,33,0.423026
0.49,33,0.437426
1.8,33,0.47224
1.22,33,0.486424
0.65,33,0.500489
1.11,33,0.513528
1.29,33,0.526081
0.62,33,0.539969
0.6,33,0.554093
1.25,33,0.568045
0.65,33,0.582433
1.22,33,0.595965
0.94,33,0.61071
0.41,33,0.624251
1.25,33,0.637343
0.68,33,0.651334
0.47,33,0.664875
0.93,33,0.67886
0.58,33,0.692915
1.16,33,0.704926
1.68,33,0.718915
0.66,33,0.733129
1.06,33,0.747301
0.51,33,0.76049
0.36,33,0.772743
0.4,33,0.786131
1.22,33,0.802638
1.14,33,0.816472
0.74,33,0.830327
1.19,33,0.843367
0.58,33,0.855449
0.45,33,0.869102
0.75,33,0.889056
1.23,33,0.902869
1.08,33,1.546283
0.77,33,1.560358
1.04,33,1.573306
0.7,33,1.585946
1.45,33,1.5996
1.36,33,1.613384
0.6,33,1.626815
1.28,33,1.639578
1.13,33,1.653233
0.58,33,1.666667
0.37,33,1.680255
0.78,33,1.692462
1.31,33,1.705944
1.26,33,1.719337
1.43,33,1.732052
0.56,33,1.744912
1.23,33,1.758506
1.33,33,1.771996
1.27,33,1.784979
1.4,33,1.797983
0.63,33,1.811433
0.57,33,1.824379
0.65,33,1.836725
0.74,33,1.85034
0.32,33,1.864025
1.19,33,1.877465
0.57,33,1.889571
0.47,33,1.9038
0.75,33,1.925138
0.99,33,1.939716
0.84,33,1.954381
0.62,33,1.972402
0.79,33,1.990497
0.42,33,2.005917
0.52,33,2.01965
0.46,33,2.03339
1.16,33,2.046421
0.71,33,2.059806
0.73,33,2.072366
1.29,33,2.084818
0.79,33,2.097136
1.22,33,2.109453
0.8,33,2.122274
1.07,33,2.135539
1.19,33,2.148035
1.3,33,2.160827
0.53,33,2.173908
0.54,33,2.186614
0.7,33,2.199329
1.17,33,2.212072
1.06,33,2.22483
1.24,33,2.23787
0.65,33,2.25083
0.66,33,2.263486
0.65,33,2.275769
1.06,33,2.288329
0.86,33,2.300785
1.25,33,2.313134
0.7,33,2.325941
0.58,33,2.344937
0.81,33,2.35735
0.47,33,2.369584
0.68,33,2.970676
1.17,33,2.983424
1.08,33,2.996294
0.6,33,3.009913
1.05,33,3.022598
0.7,33,3.035715
0.49,33,3.048916
1.39,33,3.061724
1.4,33,3.074548
1.17,33,3.08715
0.83,33,3.099672
1.26,33,3.11251
0.55,33,3.124637
1.31,33,3.136865
0.51,33,3.149387
1.23,33,3.162727
0.53,33,3.174894
0.71,33,3.187688
1.38,33,3.200362
1.31,33,3.212727
0.55,33,3.224508
0.66,33,3.236421
1.44,33,3.248701
1.34,33,3.260537
1.29,33,3.272575
0.7,33,3.284433
1.21,33,3.296326
1.86,33,3.315269
0.65,33,3.327034
0.73,33,3.339324
0.73,33,3.351524
0.62,33,3.36375
0.8,33,3.378476
1.03,33,3.394481
2.0,33,3.406349
1.29,33,3.418229
1.31,33,3.430001
0.49,33,3.441716
0.93,33,3.453586
1.38,33,3.465529
0.58,33,3.477568
0.78,33,3.489317
0.57,33,3.50116
0.66,33,3.512907
1.18,33,3.524802
